pathway_id,class,calc_version,fuel_producer,facility_name,facility_location,feedstock,fuel_type,ci,fpc,certification_date,applicant_description
B056607,Tier 2,3.0,ST BERNARD RENEWABLES LLC,St Bernard Renewables LLC,Louisiana,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),26.48,RND001B05660701,2024-03-29T00:00:00,"Fuel Producer: ST BERNARD RENEWABLES LLC (1974); Facility Name: St Bernard Renewables LLC (82901); North American sourced UCO transported by truck, rail and/or barge to Renewable Diesel plant in Chalmette, LA; Natural Gas, Hydrogen, and Electricity; Renewable Diesel transported to California via barge/rail or ocean tanker. (PROV3.0)"
B070701,Tier 2,3.0,BE8 S.A.,BE8 S.A.,Brazil,Tallow (animal and poultry fat) (002),Biodiesel (BIO),31.57,BIO002B07070100,2025-04-02T00:00:00,"Fuel Producer: BE8 S.A. (1829); Facility Name: BE8 S.A. (82361); Brazilian Tallow transported by rail/truck to Biodiesel plant in Passo Fundo, Rio Grande do Sul, Brazil; Biomass, Electricity; Biodiesel transported to California by Ocean Tanker (PROV3.0)"
B070301,Tier 2,3.0,,,Canada,Soybean Oil (005),Renewable Diesel (RND),67.25,RND005B07030100,2025-04-04T00:00:00,"Fuel Producer: Braya Renewable Fuels (Newfoundland) LP (C1221); Facility Name: Come By Chance Refinery (F00558); Argentina sourced Soybean Oil transported by ocean tanker, rail, truck to Renewable Diesel plant in Newfoundland and Labrador, Canada; Butane and Grid Electricity; transported to California by ocean tanker and truck (PROV3.0)"
B070302,Tier 2,3.0,,,Canada,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),42.83,RND002B07030200,2025-04-04T00:00:00,"Fuel Producer: Braya Renewable Fuels (Newfoundland) LP (C1221); Facility Name: Come By Chance Refinery (F00558); North American sourced Tallow transported by ocean tanker and rail to Renewable Diesel plant in Newfoundland and Labrador, Canada; Butane and Grid Electricity; transported to California by ocean tanker and truck (PROV3.0)"
B070303,Tier 2,3.0,,,Canada,Distillers' Corn Oil (003),Renewable Diesel (RND),38.79,RND003B07030300,2025-04-04T00:00:00,"Fuel Producer: Braya Renewable Fuels (Newfoundland) LP (C1221); Facility Name: Come By Chance Refinery (F00558); North American sourced Distiller’s Corn Oil transported by rail and truck to Renewable Diesel plant in Newfoundland and Labrador, Canada; Butane and Grid Electricity; transported to California by ocean tanker and truck (PROV3.0)"
B074101,Tier 2,3.0,,"SEABOARD ENERGY KANSAS, LLC",Kansas,Distillers' Corn Oil (003),Renewable Diesel (RND),30.58,RND003B07410100,2025-06-26T00:00:00,"Fuel Producer: Seaboard Energy, LLC (formerly known as High Plains Bioenergy) (4846); Facility Name: SEABOARD ENERGY KANSAS, LLC (72061); U.S. sourced Distillers’ Corn Oil transported by rail and truck to Renewable Diesel plant in Hugoton, Kansas; NG, Electricity; Renewable Diesel fuel transported to California by rail. (PROV3.0)"
B074102,Tier 2,3.0,,"SEABOARD ENERGY KANSAS, LLC",Kansas,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),35.48,RND002B07410200,2025-06-26T00:00:00,"Fuel Producer: Seaboard Energy, LLC (formerly known as High Plains Bioenergy) (4846); Facility Name: SEABOARD ENERGY KANSAS, LLC (72061); U.S.-sourced Tallow Oil transported by Rail and Truck to Renewable Diesel plant in Hugoton, Kansas; NG, Electricity; Renewable Diesel fuel transported to California by Rail. (PROV3.0)"
B074701,Tier 2,3.0,Cheyenne Renewable Diesel Company LLC,,Wyoming,Distillers' Corn Oil (003),Renewable Diesel (RND),39.76,RND003B07470100,2025-06-26T00:00:00,"Fuel Producer: Cheyenne Renewable Diesel Company LLC (1647); Facility Name: Cheyenne Renewable Diesel Company LLC (F00494); Distillers Corn Oil transported by rail and truck to Renewable Diesel plant in Cheyenne, Wyoming; NG, Electricity; finished Renewable Diesel fuel shipped to California by rail. (3.0)"
B074702,Tier 2,3.0,Cheyenne Renewable Diesel Company LLC,,Wyoming,Canola Oil (006),Renewable Diesel (RND),63.5,RND006B07470200,2025-06-26T00:00:00,"Fuel Producer: Cheyenne Renewable Diesel Company LLC (1647); Facility Name: Cheyenne Renewable Diesel Company LLC (F00494); North American Canola Oil pretreated in Artesia, New Mexico; shipped to Renewable Diesel plant in Cheyenne, Wyoming by rail; NG, Electricity; finished Renewable Diesel shipped to California by rail. (3.0)"
B086101,Tier 2,3.0,ARTESIA RENEWABLE DIESEL COMPANY LLC,,New Mexico,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),22.23,RND001B08610100,2025-06-26T00:00:00,"Fuel Producer: ARTESIA RENEWABLE DIESEL COMPANY LLC (1646); Facility Name: RENEWABLE DIESEL UNIT (RDU) / PRE-TREATMENT UNIT (PTU) (82381); U.S.-sourced Used Cooking Oil collected and transported by rail and truck to Renewable Diesel plant in Artesia, New Mexico; NG, Electricity, finished fuel transported by rail to California.  (3.0)"
A057801,Tier 1,3.0,Archer Daniels Midland Co,ADM Deerfield,Missouri,Soybean Oil (005),Biodiesel (BIO),54.34,BIO005A05780100,2025-08-27T00:00:00,"Fuel Producer: Archer Daniels Midland Co (4888); Facility Name: ADM Deerfield (80275); Midwest Sourced Soybean Oil transported by truck and rail to Biodiesel plant in Deerfield, MO; Natural Gas and Grid Electricity; finished fuel transported to California by rail. [3.0]"
B076101,Tier 2,3.0,TIDEWATER RENEWABLES LTD.,PRINCE GEORGE RENEWABLE DIESEL,Canada,Canola Oil (006),Renewable Diesel (RND),53.12,RND006B07610100,2025-09-10T00:00:00,"Fuel Producer: TIDEWATER RENEWABLES LTD. (2045); Facility Name: PRINCE GEORGE RENEWABLE DIESEL (84081); Canadian Sourced Canola Oil transported by rail to Renewable Diesel plant in British Columbia, Canada; Natural Gas and Grid Electricity; finished fuel transported to California by rail [PROV3.0]"
B076102,Tier 2,3.0,TIDEWATER RENEWABLES LTD.,PRINCE GEORGE RENEWABLE DIESEL,Canada,Distillers' Corn Oil (003),Renewable Diesel (RND),30.2,RND003B07610200,2025-09-10T00:00:00,"Fuel Producer: TIDEWATER RENEWABLES LTD. (2045); Facility Name: PRINCE GEORGE RENEWABLE DIESEL (84081); US-sourced Distillers' Corn Oil transported by rail to Renewable Diesel plant in British Columbia, Canada; Natural Gas and Grid Electricity; finished fuel transported to California by rail [PROV3.0]"
B076103,Tier 2,3.0,TIDEWATER RENEWABLES LTD.,PRINCE GEORGE RENEWABLE DIESEL,Canada,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),35.22,RND002B07610300,2025-09-10T00:00:00,"Fuel Producer: TIDEWATER RENEWABLES LTD. (2045); Facility Name: PRINCE GEORGE RENEWABLE DIESEL (84081); Canadian-sourced Animal Fat transported by truck and rail to Renewable Diesel plant in British Columbia, Canada; Natural Gas and Grid Electricity; finished fuel transported to California by rail [PROV3.0]"
B076104,Tier 2,3.0,TIDEWATER RENEWABLES LTD.,PRINCE GEORGE RENEWABLE DIESEL,Canada,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),22.71,RND001B07610400,2025-09-10T00:00:00,"Fuel Producer: TIDEWATER RENEWABLES LTD. (2045); Facility Name: PRINCE GEORGE RENEWABLE DIESEL (84081); Canadian-sourced Used Cooking Oil (UCO) transported by truck and rail to Renewable Diesel plant in British Columbia, Canada; Natural Gas and Grid Electricity; finished fuel transported to California by rail [PROV3.0]"
B077401,Tier 2,3.0,ST BERNARD RENEWABLES LLC,St Bernard Renewables LLC,Louisiana,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),31.78,RND001B07740100,2025-09-26T00:00:00,"Fuel Producer: ST BERNARD RENEWABLES LLC (1974); Facility Name: St Bernard Renewables LLC (82901); South East Asian sourced UCO transported by truck, ocean vessel, and barge to Renewable Diesel plant in Chalmette, LA; Natural Gas, Hydrogen, Electricity; finished fuel transported to California via ocean tanker. [PROV3.0]"
B077402,Tier 2,3.0,ST BERNARD RENEWABLES LLC,St Bernard Renewables LLC,Louisiana,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),24.18,RND001B07740200,2025-09-26T00:00:00,"Fuel Producer: ST BERNARD RENEWABLES LLC (1974); Facility Name: St Bernard Renewables LLC (82901); Central American sourced used cooking oil transported by truck, ocean vessel, and barge to Renewable Diesel plant in Chalmette, LA; Natural Gas, Hydrogen, Electricity; finished fuel transported to California via ocean tanker. [PROV3.0]"
B077403,Tier 2,3.0,ST BERNARD RENEWABLES LLC,St Bernard Renewables LLC,Louisiana,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),27.3,RND001B07740300,2025-09-26T00:00:00,"Fuel Producer: ST BERNARD RENEWABLES LLC (1974); Facility Name: St Bernard Renewables LLC (82901); Puerto Rican / Cayman Islands sourced used cooking oil transported by truck, ocean vessel, and rail to Renewable Diesel plant in Chalmette, LA; Natural Gas, Hydrogen, Electricity; finished fuel transported to California via ocean tanker. [PROV3.0]"
B077404,Tier 2,3.0,ST BERNARD RENEWABLES LLC,St Bernard Renewables LLC,Louisiana,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),54.63,RND002B07740400,2025-09-26T00:00:00,"Fuel Producer: ST BERNARD RENEWABLES LLC (1974); Facility Name: St Bernard Renewables LLC (82901); Australian/New Zealand sourced animal fat transported by truck, ocean vessel, and barge to Renewable Diesel plant in Chalmette, LA; Natural Gas, Hydrogen, Electricity; finished fuel transported to California via ocean tanker. [PROV3.0]"
B077405,Tier 2,3.0,ST BERNARD RENEWABLES LLC,St Bernard Renewables LLC,Louisiana,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),29.77,RND002B07740500,2025-09-26T00:00:00,"Fuel Producer: ST BERNARD RENEWABLES LLC (1974); Facility Name: St Bernard Renewables LLC (82901); Mexican sourced animal fat transported by truck and rail to Renewable Diesel plant in Chalmette, LA; Natural Gas, Hydrogen, Electricity; finished fuel transported to California via ocean tanker. [PROV3.0]"
B077406,Tier 2,3.0,ST BERNARD RENEWABLES LLC,St Bernard Renewables LLC,Louisiana,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),31.5,RND002B07740600,2025-09-26T00:00:00,"Fuel Producer: ST BERNARD RENEWABLES LLC (1974); Facility Name: St Bernard Renewables LLC (82901); United Kingdom sourced animal fat transported by truck, and ocean vessel to Renewable Diesel plant in Chalmette, LA; Natural Gas, Hydrogen, Electricity; finished fuel transported to California via ocean tanker. [PROV3.0]"
B078402,Tier 2,3.0,"CVR RENEWABLES WYN, LLC","CVR RENEWABLES WYN, LLC",Oklahoma,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),35.73,RND002B07840200,2025-09-25T00:00:00,"Fuel Producer: CVR RENEWABLES WYN, LLC (2120); Facility Name: CVR RENEWABLES WYN, LLC (83001); US Sourced Rendered Animal Fat transported by truck to Renewable Diesel plant in Wynnewood, OK; Natural Gas, Grid Electricity, and Hydrogen ; finished fuel transported to California by rail [PROV3.0]"
B078403,Tier 2,3.0,"CVR RENEWABLES WYN, LLC","CVR RENEWABLES WYN, LLC",Oklahoma,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),21.73,RND001B07840300,2025-09-25T00:00:00,"Fuel Producer: CVR RENEWABLES WYN, LLC (2120); Facility Name: CVR RENEWABLES WYN, LLC (83001); US Sourced Used Cooking Oil (UCO) transported by truck to Renewable Diesel plant in Wynnewood, OK; Natural Gas, Grid Electricity, and Hydrogen ; finished fuel transported to California by rail [PROV3.0]"
B078404,Tier 2,3.0,"CVR RENEWABLES WYN, LLC","CVR RENEWABLES WYN, LLC",Oklahoma,Distillers' Corn Oil (003),Renewable Diesel (RND),29.28,RND003B07840400,2025-09-25T00:00:00,"Fuel Producer: CVR RENEWABLES WYN, LLC (2120); Facility Name: CVR RENEWABLES WYN, LLC (83001); US Sourced Distillers' Corn Oil transported by truck and rail to Renewable Diesel plant in Wynnewood, OK; Natural Gas, Grid Electricity, and Hydrogen; finished fuel transported to California by rail [PROV3.0]"
B078701,Tier 2,3.0,"MONTANA RENEWABLES, LLC",,Montana,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),26.23,RND001B07870100,2025-09-29T00:00:00,"Fuel Producer: MONTANA RENEWABLES, LLC (1876); Facility Name: MRL Great Falls (F00548); U.S. sourced Used Cooking Oil (UCO) collected and transported by rail to Renewable Diesel plant in Great Falls, Montana; NG, Electricity; finished renewable diesel fuel transported to California by truck and rail. [3.0]"
B078702,Tier 2,3.0,"MONTANA RENEWABLES, LLC",,Montana,Used Cooking Oil/Waste Oil (UCO) (001),Alternative Jet Fuel (AJF),26.23,AJF001B07870200,2025-09-29T00:00:00,"Fuel Producer: MONTANA RENEWABLES, LLC (1876); Facility Name: MRL Great Falls (F00548); U.S. sourced Used Cooking Oil (UCO) collected and transported by rail to Renewable Diesel plant in Great Falls, Montana; NG, Electricity; finished Alternative Jet Fuel transported to California by truck and rail. [3.0]"
B082501,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Soybean Oil (005),Renewable Diesel (RND),58.29,RND005B08250100,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); North American Soybean Oil transported by barge, ocean tanker and rail to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Renewable Diesel distributed in California via barge and pipeline [PROV3.0]"
B082502,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Soybean Oil (005),Alternative Jet Fuel (AJF),58.29,AJF005B08250200,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); North American Soybean Oil transported by barge, ocean tanker and rail to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Alternative Jet Fuel distributed in California via barge and pipeline [PROV3.0]"
B082504,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Canola Oil (006),Renewable Diesel (RND),53.89,RND006B08250400,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); North American Canola Oil transported by ocean tanker and rail to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Renewable Diesel distributed in California via barge and pipeline. [PROV3.0]"
B082505,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Canola Oil (006),Alternative Jet Fuel (AJF),53.89,AJF006B08250500,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); North American Canola Oil transported by ocean tanker and rail to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Alternative Jet Fuel distributed in California via barge and pipeline [PROV3.0]"
B082507,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Distillers' Corn Oil (003),Renewable Diesel (RND),29.77,RND003B08250700,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); US sourced Distiller’s Corn Oil transported by barge and rail to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Renewable Diesel distributed in California via barge and pipeline [PROV3.0]"
B082508,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Distillers' Corn Oil (003),Alternative Jet Fuel (AJF),29.77,AJF003B08250800,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); US sourced Distiller’s Corn Oil transported by barge and rail to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Alternative Jet Fuel distributed in California barge and pipeline [PROV3.0]"
B082510,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),26.7,RND001B08251000,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Asian Used Cooking Oil transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Renewable Diesel distributed in California via barge and pipeline [PROV3.0]"
B082512,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Used Cooking Oil/Waste Oil (UCO) (001),Alternative Jet Fuel (AJF),26.7,AJF001B08251200,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Asian Used Cooking Oil transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Alternative Jet Fuel distributed in California via barge and pipeline [PROV3.0]"
B082513,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),31.51,RND001B08251300,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Used Cooking Oil from Malaysia/Indonesia transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Renewable Diesel distributed in California via barge and pipeline [PROV3.0]"
B082514,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Used Cooking Oil/Waste Oil (UCO) (001),Alternative Jet Fuel (AJF),31.51,AJF001B08251400,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Used Cooking Oil from Malaysia/Indonesia transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Alternative Jet Fuel distributed in California via barge and pipeline [PROV3.0]"
B082516,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),30.36,RND001B08251600,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Used Cooking Oil from China transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Renewable Diesel distributed in California via barge and pipeline [PROV3.0]"
B082517,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Used Cooking Oil/Waste Oil (UCO) (001),Alternative Jet Fuel (AJF),30.36,AJF001B08251700,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Used Cooking Oil from China transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Alternative Jet Fuel distributed in California via barge and pipeline [PROV3.0]"
B082519,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),33.85,RND002B08251900,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); North American Tallow transported by rail to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Renewable Diesel distributed in California via barge and pipeline [PROV3.0]"
B082520,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),33.85,AJF002B08252000,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); North American Tallow transported by rail to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Alternative Jet Fuel distributed in California via barge and pipeline [PROV3.0]"
B082522,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),37.26,RND002B08252200,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); European Tallow transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Renewable Diesel distributed in California via barge and pipeline [PROV3.0]"
B082523,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),37.26,AJF002B08252300,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); European Tallow transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Alternative Jet Fuel distributed in California via barge and pipeline [PROV3.0]"
B082525,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),44.28,RND002B08252500,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Tallow from Africa transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Renewable Diesel distributed in California via barge and pipeline [PROV3.0]"
B082526,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),44.28,AJF002B08252600,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Tallow from Africa transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Alternative Jet Fuel distributed in California via barge and pipeline [PROV3.0]"
B082528,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Soybean Oil (005),Renewable Diesel (RND),65.42,RND005B08252800,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Argentinian soybean oil transported by ocean tanker to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Renewable Diesel distributed in California via barge and pipeline [PROV3.0]"
B082529,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Soybean Oil (005),Alternative Jet Fuel (AJF),65.42,AJF005B08252900,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Argentinian soybean oil transported by ocean tanker to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Alternative Jet Fuel distributed in California via barge and pipeline [PROV3.0]"
B082531,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),23.44,RND001B08253100,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); North American Used Cooking Oil transported by rail to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Renewable Diesel distributed in California via barge and pipeline [PROV3.0]"
B082532,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Used Cooking Oil/Waste Oil (UCO) (001),Alternative Jet Fuel (AJF),23.44,AJF001B08253200,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); North American Used Cooking Oil transported by rail to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Alternative Jet Fuel distributed in California via barge and pipeline [PROV3.0]"
B082534,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),42.51,RND002B08253400,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Asian Tallow transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Renewable Diesel distributed in California via barge and pipeline [PROV3.0]"
B082535,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),42.51,AJF002B08253500,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Asian Tallow transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Alternative Jet Fuel distributed in California via barge and pipeline [PROV3.0]"
B082537,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),43.86,RND002B08253700,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Tallow from Oceania transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Renewable Diesel distributed in California via barge and pipeline [PROV3.0]"
B082538,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),43.86,AJF002B08253800,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Tallow from Oceania transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Alternative Jet Fuel distributed in California via barge and pipeline [PROV3.0]"
B082540,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),37,RND002B08254000,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); South American Tallow (excluding Brazil) transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Renewable Diesel distributed in California via barge and pipeline [PROV3.0]"
B082541,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),37,AJF002B08254100,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); South American Tallow (excluding Brazil) transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Alternative Jet Fuel distributed in California via barge and pipeline [PROV3.0]"
B082543,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Tallow (animal and poultry fat) (002),Renewable Diesel (RND),37.91,RND002B08254300,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Brazilian Tallow transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Renewable Diesel distributed in California via barge and pipeline [PROV3.0]"
B082544,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Tallow (animal and poultry fat) (002),Alternative Jet Fuel (AJF),37.91,AJF002B08254400,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); Brazilian Tallow transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Alternative Jet Fuel distributed in California via barge and pipeline [PROV3.0]"
B082546,Tier 2,3.0,PHILLIPS 66 COMPANY,Phillips 66 Rodeo,California,Used Cooking Oil/Waste Oil (UCO) (001),Renewable Diesel (RND),25.23,RND001B08254600,2025-09-29T00:00:00,"Fuel Producer: PHILLIPS 66 COMPANY (4528); Facility Name: Phillips 66 Rodeo (82191); South American Used Cooking Oil transported by ocean tanker and truck to Rodeo facility in California; natural gas, renewable off-gas, grid electricity and hydrogen; Renewable Diesel distributed in California via barge and pipeline [PROV3.0]"
