26,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
Durum,Grain inspections,United Kingdom,"1,000 bushels",2009/10,MY Jun-May,289
All wheat,Grain inspections,Nigeria,"1,000 bushels",2009/10,MY Jun-May,123369
All wheat,Grain inspections,Japan,"1,000 bushels",2009/10,MY Jun-May,117023
All wheat,Grain inspections,Mexico,"1,000 bushels",2009/10,MY Jun-May,72138
Soft red winter,Grain inspections,Vietnam,"1,000 bushels",2009/10,MY Jun-May,232
Soft red winter,Grain inspections,Malaysia,"1,000 bushels",2009/10,MY Jun-May,709
Durum,Grain inspections,Total,"1,000 bushels",2009/10,MY Jun-May,36976
Soft red winter,Grain inspections,"Korea, Republic","1,000 bushels",2009/10,MY Jun-May,292
Soft red winter,Grain inspections,Brazil,"1,000 bushels",2009/10,MY Jun-May,4881
Soft red winter,Grain inspections,Belize,"1,000 bushels",2009/10,MY Jun-May,334
Soft red winter,Grain inspections,Barbados,"1,000 bushels",2009/10,MY Jun-May,197
Hard red winter,Grain inspections,Brazil,"1,000 bushels",2009/10,MY Jun-May,5633
Hard red winter,Grain inspections,"Korea, Republic","1,000 bushels",2009/10,MY Jun-May,9008
Hard red winter,Grain inspections,Taiwan,"1,000 bushels",2009/10,MY Jun-May,11380
Hard red winter,Grain inspections,Venezuela,"1,000 bushels",2009/10,MY Jun-May,10051
Hard red winter,Grain inspections,Peru,"1,000 bushels",2009/10,MY Jun-May,17072
Hard red winter,Grain inspections,Colombia,"1,000 bushels",2009/10,MY Jun-May,10981
Hard red winter,Grain inspections,Japan,"1,000 bushels",2009/10,MY Jun-May,35574
Hard red winter,Grain inspections,Nigeria,"1,000 bushels",2009/10,MY Jun-May,95293
Hard red winter,Grain inspections,Mexico,"1,000 bushels",2009/10,MY Jun-May,40992
All wheat,Grain inspections,Total,"1,000 bushels",2009/10,MY Jun-May,848617
Hard red spring,Grain inspections,China,"1,000 bushels",2009/10,MY Jun-May,4246
Durum,Grain inspections,Costa Rica,"1,000 bushels",2009/10,MY Jun-May,799
Hard red spring,Grain inspections,Indonesia,"1,000 bushels",2009/10,MY Jun-May,1354
Hard red spring,Grain inspections,Taiwan,"1,000 bushels",2009/10,MY Jun-May,15392
Hard red spring,Grain inspections,Japan,"1,000 bushels",2009/10,MY Jun-May,52465
Hard red spring,Grain inspections,Philippines,"1,000 bushels",2009/10,MY Jun-May,29155
Hard red winter,Grain inspections,Total,"1,000 bushels",2009/10,MY Jun-May,353677
All wheat,Grain inspections,China,"1,000 bushels",2009/10,MY Jun-May,13885
All wheat,Grain inspections,Brazil,"1,000 bushels",2009/10,MY Jun-May,10514
Soft red winter,Grain inspections,Nicaragua,"1,000 bushels",2009/10,MY Jun-May,918
Soft red winter,Grain inspections,Venezuela,"1,000 bushels",2009/10,MY Jun-May,3959
Soft red winter,Grain inspections,Guatemala,"1,000 bushels",2009/10,MY Jun-May,887
Hard red winter,Grain inspections,Cuba,"1,000 bushels",2009/10,MY Jun-May,3778
Hard red winter,Grain inspections,Malaysia,"1,000 bushels",2009/10,MY Jun-May,410
Hard red winter,Grain inspections,Mauritania,"1,000 bushels",2009/10,MY Jun-May,250
Hard red winter,Grain inspections,Morocco,"1,000 bushels",2009/10,MY Jun-May,11604
Hard red winter,Grain inspections,Mozambique,"1,000 bushels",2009/10,MY Jun-May,2945
Hard red winter,Grain inspections,St. Vincent And The Grenadines,"1,000 bushels",2009/10,MY Jun-May,104
Hard red winter,Grain inspections,Sierra Leone,"1,000 bushels",2009/10,MY Jun-May,183
Hard red winter,Grain inspections,Uganda,"1,000 bushels",2009/10,MY Jun-May,1129
Hard red winter,Grain inspections,Brunei,"1,000 bushels",2009/10,MY Jun-May,216
Hard red winter,Grain inspections,Congo (Kinshasa),"1,000 bushels",2009/10,MY Jun-May,583
Hard red winter,Grain inspections,Burundi,"1,000 bushels",2009/10,MY Jun-May,265
Soft red winter,Grain inspections,Japan,"1,000 bushels",2009/10,MY Jun-May,55
Soft red winter,Grain inspections,United Arab Emirates,"1,000 bushels",2009/10,MY Jun-May,117
Soft red winter,Grain inspections,Panama,"1,000 bushels",2009/10,MY Jun-May,1318
Soft red winter,Grain inspections,Trinidad,"1,000 bushels",2009/10,MY Jun-May,1133
Soft red winter,Grain inspections,El Salvador,"1,000 bushels",2009/10,MY Jun-May,166
All wheat,Grain inspections,Cuba,"1,000 bushels",2009/10,MY Jun-May,4357
All wheat,Grain inspections,Kenya,"1,000 bushels",2009/10,MY Jun-May,511
All wheat,Grain inspections,Malta,"1,000 bushels",2009/10,MY Jun-May,268
All wheat,Grain inspections,Mauritania,"1,000 bushels",2009/10,MY Jun-May,250
All wheat,Grain inspections,Morocco,"1,000 bushels",2009/10,MY Jun-May,15722
All wheat,Grain inspections,Mozambique,"1,000 bushels",2009/10,MY Jun-May,4182
All wheat,Grain inspections,Portugal,"1,000 bushels",2009/10,MY Jun-May,414
All wheat,Grain inspections,St. Vincent And The Grenadines,"1,000 bushels",2009/10,MY Jun-May,750
All wheat,Grain inspections,Sierra Leone,"1,000 bushels",2009/10,MY Jun-May,183
All wheat,Grain inspections,Tunisia,"1,000 bushels",2009/10,MY Jun-May,1266
All wheat,Grain inspections,Turkey,"1,000 bushels",2009/10,MY Jun-May,1396
All wheat,Grain inspections,Uganda,"1,000 bushels",2009/10,MY Jun-May,1129
All wheat,Grain inspections,Iran,"1,000 bushels",2009/10,MY Jun-May,4160
All wheat,Grain inspections,Brunei,"1,000 bushels",2009/10,MY Jun-May,216
All wheat,Grain inspections,Congo (Kinshasa),"1,000 bushels",2009/10,MY Jun-May,583
All wheat,Grain inspections,Burundi,"1,000 bushels",2009/10,MY Jun-May,265
Soft red winter,Grain inspections,Costa Rica,"1,000 bushels",2009/10,MY Jun-May,1970
Soft red winter,Grain inspections,Chile,"1,000 bushels",2009/10,MY Jun-May,1046
Soft red winter,Grain inspections,Taiwan,"1,000 bushels",2009/10,MY Jun-May,51
Soft red winter,Grain inspections,Rep. of South Africa,"1,000 bushels",2009/10,MY Jun-May,2265
Soft red winter,Grain inspections,Jamaica,"1,000 bushels",2009/10,MY Jun-May,3307
Soft red winter,Grain inspections,Honduras,"1,000 bushels",2009/10,MY Jun-May,1996
Soft red winter,Grain inspections,Dominican Republic,"1,000 bushels",2009/10,MY Jun-May,3708
Soft red winter,Grain inspections,Peru,"1,000 bushels",2009/10,MY Jun-May,3024
Soft red winter,Grain inspections,Ecuador,"1,000 bushels",2009/10,MY Jun-May,2146
Soft red winter,Grain inspections,Ecuador,"1,000 bushels",2010/11,MY Jun-May,2740
Soft red winter,Grain inspections,Peru,"1,000 bushels",2010/11,MY Jun-May,3546
Soft red winter,Grain inspections,Dominican Republic,"1,000 bushels",2010/11,MY Jun-May,4085
Soft red winter,Grain inspections,Honduras,"1,000 bushels",2010/11,MY Jun-May,1786
Soft red winter,Grain inspections,Jamaica,"1,000 bushels",2010/11,MY Jun-May,3123
Soft red winter,Grain inspections,Rep. of South Africa,"1,000 bushels",2010/11,MY Jun-May,960
Soft red winter,Grain inspections,Taiwan,"1,000 bushels",2010/11,MY Jun-May,21
Soft red winter,Grain inspections,Costa Rica,"1,000 bushels",2010/11,MY Jun-May,1760
All wheat,Grain inspections,Cuba,"1,000 bushels",2010/11,MY Jun-May,1206
All wheat,Grain inspections,Germany,"1,000 bushels",2010/11,MY Jun-May,2762
All wheat,Grain inspections,Guadeloupe,"1,000 bushels",2010/11,MY Jun-May,16
All wheat,Grain inspections,Guinea,"1,000 bushels",2010/11,MY Jun-May,368
All wheat,Grain inspections,Jordan,"1,000 bushels",2010/11,MY Jun-May,15008
All wheat,Grain inspections,Kenya,"1,000 bushels",2010/11,MY Jun-May,4108
All wheat,Grain inspections,"Korea, North","1,000 bushels",2010/11,MY Jun-May,253
All wheat,Grain inspections,Lebanon,"1,000 bushels",2010/11,MY Jun-May,4376
All wheat,Grain inspections,Libya,"1,000 bushels",2010/11,MY Jun-May,3854
All wheat,Grain inspections,Mauritania,"1,000 bushels",2010/11,MY Jun-May,243
All wheat,Grain inspections,Morocco,"1,000 bushels",2010/11,MY Jun-May,15378
All wheat,Grain inspections,Mozambique,"1,000 bushels",2010/11,MY Jun-May,5485
All wheat,Grain inspections,Pakistan,"1,000 bushels",2010/11,MY Jun-May,800
All wheat,Grain inspections,Portugal,"1,000 bushels",2010/11,MY Jun-May,1438
All wheat,Grain inspections,St. Vincent And The Grenadines,"1,000 bushels",2010/11,MY Jun-May,685
Soft red winter,Grain inspections,El Salvador,"1,000 bushels",2010/11,MY Jun-May,55
Soft red winter,Grain inspections,Trinidad,"1,000 bushels",2010/11,MY Jun-May,1126
Soft red winter,Grain inspections,Panama,"1,000 bushels",2010/11,MY Jun-May,1130
Soft red winter,Grain inspections,United Arab Emirates,"1,000 bushels",2010/11,MY Jun-May,724
Hard red winter,Grain inspections,Algeria,"1,000 bushels",2010/11,MY Jun-May,981
Hard red winter,Grain inspections,Cuba,"1,000 bushels",2010/11,MY Jun-May,1010
Hard red winter,Grain inspections,Egypt,"1,000 bushels",2010/11,MY Jun-May,93572
Hard red winter,Grain inspections,Guinea,"1,000 bushels",2010/11,MY Jun-May,368
Hard red winter,Grain inspections,Italy,"1,000 bushels",2010/11,MY Jun-May,291
Hard red winter,Grain inspections,Jordan,"1,000 bushels",2010/11,MY Jun-May,15008
Hard red winter,Grain inspections,Kenya,"1,000 bushels",2010/11,MY Jun-May,3098
Hard red winter,Grain inspections,Lebanon,"1,000 bushels",2010/11,MY Jun-May,4376
Hard red winter,Grain inspections,Libya,"1,000 bushels",2010/11,MY Jun-May,3854
Hard red winter,Grain inspections,Malaysia,"1,000 bushels",2010/11,MY Jun-May,2667
Hard red winter,Grain inspections,Mauritania,"1,000 bushels",2010/11,MY Jun-May,243
Hard red winter,Grain inspections,Morocco,"1,000 bushels",2010/11,MY Jun-May,11862
Hard red winter,Grain inspections,Mozambique,"1,000 bushels",2010/11,MY Jun-May,4805
Hard red winter,Grain inspections,Namibia,"1,000 bushels",2010/11,MY Jun-May,1006
Hard red winter,Grain inspections,Pakistan,"1,000 bushels",2010/11,MY Jun-May,175
Hard red winter,Grain inspections,Rep. of South Africa,"1,000 bushels",2010/11,MY Jun-May,17760
Hard red winter,Grain inspections,Sierra Leone,"1,000 bushels",2010/11,MY Jun-May,614
Hard red winter,Grain inspections,Turkey,"1,000 bushels",2010/11,MY Jun-May,20936
Hard red winter,Grain inspections,Uganda,"1,000 bushels",2010/11,MY Jun-May,1052
Hard red winter,Grain inspections,United Arab Emirates,"1,000 bushels",2010/11,MY Jun-May,1013
Hard red winter,Grain inspections,Saudi Arabia,"1,000 bushels",2010/11,MY Jun-May,14141
Hard red winter,Grain inspections,Oman,"1,000 bushels",2010/11,MY Jun-May,5344
Hard red winter,Grain inspections,Afghanistan,"1,000 bushels",2010/11,MY Jun-May,918
Hard red winter,Grain inspections,French Polynesia,"1,000 bushels",2010/11,MY Jun-May,4
Hard red winter,Grain inspections,Mali,"1,000 bushels",2010/11,MY Jun-May,367
Hard red winter,Grain inspections,Chad,"1,000 bushels",2010/11,MY Jun-May,463
Hard red winter,Grain inspections,Congo (Kinshasa),"1,000 bushels",2010/11,MY Jun-May,1178
Hard red winter,Grain inspections,Burundi,"1,000 bushels",2010/11,MY Jun-May,428
Soft red winter,Grain inspections,Guatemala,"1,000 bushels",2010/11,MY Jun-May,515
Soft red winter,Grain inspections,Venezuela,"1,000 bushels",2010/11,MY Jun-May,610
Soft red winter,Grain inspections,Nicaragua,"1,000 bushels",2010/11,MY Jun-May,788
All wheat,Grain inspections,Brazil,"1,000 bushels",2010/11,MY Jun-May,14843
All wheat,Grain inspections,China,"1,000 bushels",2010/11,MY Jun-May,4560
Hard red winter,Grain inspections,Total,"1,000 bushels",2010/11,MY Jun-May,614416
Hard red spring,Grain inspections,Philippines,"1,000 bushels",2010/11,MY Jun-May,34256
Hard red spring,Grain inspections,Japan,"1,000 bushels",2010/11,MY Jun-May,59877
Hard red spring,Grain inspections,Taiwan,"1,000 bushels",2010/11,MY Jun-May,25487
Hard red spring,Grain inspections,Indonesia,"1,000 bushels",2010/11,MY Jun-May,8042
Durum,Grain inspections,Costa Rica,"1,000 bushels",2010/11,MY Jun-May,657
Hard red spring,Grain inspections,China,"1,000 bushels",2010/11,MY Jun-May,2122
All wheat,Grain inspections,Total,"1,000 bushels",2010/11,MY Jun-May,1264973
All wheat,Grain inspections,Sierra Leone,"1,000 bushels",2010/11,MY Jun-May,614
All wheat,Grain inspections,Suriname,"1,000 bushels",2010/11,MY Jun-May,1
All wheat,Grain inspections,Tunisia,"1,000 bushels",2010/11,MY Jun-May,4866
All wheat,Grain inspections,Turkey,"1,000 bushels",2010/11,MY Jun-May,41529
All wheat,Grain inspections,Uganda,"1,000 bushels",2010/11,MY Jun-May,1052
All wheat,Grain inspections,Oman,"1,000 bushels",2010/11,MY Jun-May,6233
All wheat,Grain inspections,French Polynesia,"1,000 bushels",2010/11,MY Jun-May,4
All wheat,Grain inspections,Mali,"1,000 bushels",2010/11,MY Jun-May,367
All wheat,Grain inspections,Chad,"1,000 bushels",2010/11,MY Jun-May,463
All wheat,Grain inspections,Congo (Kinshasa),"1,000 bushels",2010/11,MY Jun-May,1178
All wheat,Grain inspections,Burundi,"1,000 bushels",2010/11,MY Jun-May,428
Hard red winter,Grain inspections,Mexico,"1,000 bushels",2010/11,MY Jun-May,64580
Hard red winter,Grain inspections,Nigeria,"1,000 bushels",2010/11,MY Jun-May,105471
Hard red winter,Grain inspections,Japan,"1,000 bushels",2010/11,MY Jun-May,30451
Hard red winter,Grain inspections,Colombia,"1,000 bushels",2010/11,MY Jun-May,10740
Hard red winter,Grain inspections,Peru,"1,000 bushels",2010/11,MY Jun-May,32457
Hard red winter,Grain inspections,Venezuela,"1,000 bushels",2010/11,MY Jun-May,10190
Hard red winter,Grain inspections,Taiwan,"1,000 bushels",2010/11,MY Jun-May,4234
Hard red winter,Grain inspections,"Korea, Republic","1,000 bushels",2010/11,MY Jun-May,11558
Hard red winter,Grain inspections,Brazil,"1,000 bushels",2010/11,MY Jun-May,13888
Soft red winter,Grain inspections,Israel,"1,000 bushels",2010/11,MY Jun-May,699
Soft red winter,Grain inspections,Barbados,"1,000 bushels",2010/11,MY Jun-May,174
Soft red winter,Grain inspections,Belize,"1,000 bushels",2010/11,MY Jun-May,350
Soft red winter,Grain inspections,Brazil,"1,000 bushels",2010/11,MY Jun-May,955
Soft red winter,Grain inspections,Afghanistan,"1,000 bushels",2010/11,MY Jun-May,60
Soft red winter,Grain inspections,"Korea, Republic","1,000 bushels",2010/11,MY Jun-May,312
Durum,Grain inspections,Total,"1,000 bushels",2010/11,MY Jun-May,36686
Soft red winter,Grain inspections,Malaysia,"1,000 bushels",2010/11,MY Jun-May,32
Soft red winter,Grain inspections,Vietnam,"1,000 bushels",2010/11,MY Jun-May,31
All wheat,Grain inspections,Mexico,"1,000 bushels",2010/11,MY Jun-May,105395
All wheat,Grain inspections,Japan,"1,000 bushels",2010/11,MY Jun-May,121623
All wheat,Grain inspections,Nigeria,"1,000 bushels",2010/11,MY Jun-May,134495
Durum,Grain inspections,Taiwan,"1,000 bushels",2010/11,MY Jun-May,57
Durum,Grain inspections,Colombia,"1,000 bushels",2010/11,MY Jun-May,117
Durum,Grain inspections,Cuba,"1,000 bushels",2010/11,MY Jun-May,196
Durum,Grain inspections,Dominican Republic,"1,000 bushels",2010/11,MY Jun-May,321
Durum,Grain inspections,Germany,"1,000 bushels",2010/11,MY Jun-May,1990
Durum,Grain inspections,Japan,"1,000 bushels",2010/11,MY Jun-May,124
Durum,Grain inspections,Portugal,"1,000 bushels",2010/11,MY Jun-May,237
Durum,Grain inspections,Spain,"1,000 bushels",2010/11,MY Jun-May,717
Durum,Grain inspections,Tunisia,"1,000 bushels",2010/11,MY Jun-May,4866
Durum,Grain inspections,Afghanistan,"1,000 bushels",2010/11,MY Jun-May,88
All wheat,Grain inspections,Philippines,"1,000 bushels",2010/11,MY Jun-May,64401
All wheat,Grain inspections,"Korea, Republic","1,000 bushels",2010/11,MY Jun-May,60436
All wheat,Grain inspections,Taiwan,"1,000 bushels",2010/11,MY Jun-May,33884
All wheat,Grain inspections,Indonesia,"1,000 bushels",2010/11,MY Jun-May,28972
All wheat,Grain inspections,Colombia,"1,000 bushels",2010/11,MY Jun-May,28123
All wheat,Grain inspections,Italy,"1,000 bushels",2010/11,MY Jun-May,30010
All wheat,Grain inspections,Thailand,"1,000 bushels",2010/11,MY Jun-May,18456
All wheat,Grain inspections,Venezuela,"1,000 bushels",2010/11,MY Jun-May,23429
All wheat,Grain inspections,Peru,"1,000 bushels",2010/11,MY Jun-May,36242
All wheat,Grain inspections,Dominican Republic,"1,000 bushels",2010/11,MY Jun-May,19989
All wheat,Grain inspections,Chile,"1,000 bushels",2010/11,MY Jun-May,13871
Soft red winter,Grain inspections,Total,"1,000 bushels",2010/11,MY Jun-May,103959
Soft red winter,Grain inspections,Bangladesh,"1,000 bushels",2010/11,MY Jun-May,367
Soft red winter,Grain inspections,Italy,"1,000 bushels",2010/11,MY Jun-May,2721
Soft red winter,Grain inspections,Mozambique,"1,000 bushels",2010/11,MY Jun-May,162
Soft red winter,Grain inspections,Spain,"1,000 bushels",2010/11,MY Jun-May,963
Soft red winter,Grain inspections,Suriname,"1,000 bushels",2010/11,MY Jun-May,1
Soft red winter,Grain inspections,Thailand,"1,000 bushels",2010/11,MY Jun-May,7
Hard red winter,Grain inspections,Dominican Republic,"1,000 bushels",2010/11,MY Jun-May,7982
Hard red winter,Grain inspections,Chile,"1,000 bushels",2010/11,MY Jun-May,8283
Hard red winter,Grain inspections,Guatemala,"1,000 bushels",2010/11,MY Jun-May,8397
Hard red winter,Grain inspections,El Salvador,"1,000 bushels",2010/11,MY Jun-May,3933
Hard red winter,Grain inspections,Ethiopia,"1,000 bushels",2010/11,MY Jun-May,7624
Hard red winter,Grain inspections,Israel,"1,000 bushels",2010/11,MY Jun-May,16181
Hard red winter,Grain inspections,Indonesia,"1,000 bushels",2010/11,MY Jun-May,10832
Hard red winter,Grain inspections,Thailand,"1,000 bushels",2010/11,MY Jun-May,4068
Hard red winter,Grain inspections,Honduras,"1,000 bushels",2010/11,MY Jun-May,2960
Hard red winter,Grain inspections,Ecuador,"1,000 bushels",2010/11,MY Jun-May,1353
All wheat,Grain inspections,Yemen,"1,000 bushels",2010/11,MY Jun-May,24275
All wheat,Grain inspections,El Salvador,"1,000 bushels",2010/11,MY Jun-May,9898
All wheat,Grain inspections,Guatemala,"1,000 bushels",2010/11,MY Jun-May,17213
All wheat,Grain inspections,Egypt,"1,000 bushels",2010/11,MY Jun-May,146274
Hard red spring,Grain inspections,Thailand,"1,000 bushels",2010/11,MY Jun-May,8647
Hard red spring,Grain inspections,Venezuela,"1,000 bushels",2010/11,MY Jun-May,9145
Hard red spring,Grain inspections,Mexico,"1,000 bushels",2010/11,MY Jun-May,14917
Hard red spring,Grain inspections,Italy,"1,000 bushels",2010/11,MY Jun-May,12731
Hard red spring,Grain inspections,Dominican Republic,"1,000 bushels",2010/11,MY Jun-May,7601
Hard red spring,Grain inspections,Malaysia,"1,000 bushels",2010/11,MY Jun-May,5404
Hard red spring,Grain inspections,Jamaica,"1,000 bushels",2010/11,MY Jun-May,3689
Hard red spring,Grain inspections,Nigeria,"1,000 bushels",2010/11,MY Jun-May,4923
Hard red spring,Grain inspections,El Salvador,"1,000 bushels",2010/11,MY Jun-May,3407
Hard red spring,Grain inspections,Honduras,"1,000 bushels",2010/11,MY Jun-May,2413
Hard red spring,Grain inspections,United Kingdom,"1,000 bushels",2010/11,MY Jun-May,2069
Hard red spring,Grain inspections,Guatemala,"1,000 bushels",2010/11,MY Jun-May,3860
Hard red spring,Grain inspections,Spain,"1,000 bushels",2010/11,MY Jun-May,9496
Hard red spring,Grain inspections,"Korea, Republic","1,000 bushels",2010/11,MY Jun-May,16349
Hard red spring,Grain inspections,Vietnam,"1,000 bushels",2010/11,MY Jun-May,7247
Hard red spring,Grain inspections,Trinidad,"1,000 bushels",2010/11,MY Jun-May,1813
Hard red spring,Grain inspections,Chile,"1,000 bushels",2010/11,MY Jun-May,1019
Hard white,Grain inspections,Nigeria,"1,000 bushels",2010/11,MY Jun-May,4221
Hard red spring,Grain inspections,Colombia,"1,000 bushels",2010/11,MY Jun-May,9826
Hard red winter,Grain inspections,Costa Rica,"1,000 bushels",2010/11,MY Jun-May,2092
Hard red winter,Grain inspections,Iraq,"1,000 bushels",2010/11,MY Jun-May,34357
Hard red winter,Grain inspections,Philippines,"1,000 bushels",2010/11,MY Jun-May,609
Hard red winter,Grain inspections,Ghana,"1,000 bushels",2010/11,MY Jun-May,438
Hard red winter,Grain inspections,Trinidad,"1,000 bushels",2010/11,MY Jun-May,1191
Hard white,Grain inspections,Taiwan,"1,000 bushels",2010/11,MY Jun-May,95
Hard white,Grain inspections,"Korea, Republic","1,000 bushels",2010/11,MY Jun-May,73
Hard white,Grain inspections,Malaysia,"1,000 bushels",2010/11,MY Jun-May,698
Hard white,Grain inspections,Mexico,"1,000 bushels",2010/11,MY Jun-May,48
Hard white,Grain inspections,Philippines,"1,000 bushels",2010/11,MY Jun-May,46
Hard white,Grain inspections,Vietnam,"1,000 bushels",2010/11,MY Jun-May,3
Hard red winter,Grain inspections,Syria,"1,000 bushels",2010/11,MY Jun-May,3127
Hard red winter,Grain inspections,Cameroon,"1,000 bushels",2010/11,MY Jun-May,127
Hard white,Grain inspections,Total,"1,000 bushels",2010/11,MY Jun-May,5184
Soft white,Grain inspections,Philippines,"1,000 bushels",2010/11,MY Jun-May,29490
Soft white,Grain inspections,Japan,"1,000 bushels",2010/11,MY Jun-May,31171
Soft white,Grain inspections,Indonesia,"1,000 bushels",2010/11,MY Jun-May,10098
Soft white,Grain inspections,"Korea, Republic","1,000 bushels",2010/11,MY Jun-May,30089
Soft white,Grain inspections,Yemen,"1,000 bushels",2010/11,MY Jun-May,18388
Soft white,Grain inspections,Thailand,"1,000 bushels",2010/11,MY Jun-May,5734
Soft white,Grain inspections,Taiwan,"1,000 bushels",2010/11,MY Jun-May,3990
Soft white,Grain inspections,China,"1,000 bushels",2010/11,MY Jun-May,2228
Soft white,Grain inspections,Sri Lanka,"1,000 bushels",2010/11,MY Jun-May,4229
Soft white,Grain inspections,Singapore,"1,000 bushels",2010/11,MY Jun-May,2222
Soft white,Grain inspections,Malaysia,"1,000 bushels",2010/11,MY Jun-May,1869
Soft white,Grain inspections,Chile,"1,000 bushels",2010/11,MY Jun-May,4569
Soft white,Grain inspections,El Salvador,"1,000 bushels",2010/11,MY Jun-May,2503
Soft white,Grain inspections,Vietnam,"1,000 bushels",2010/11,MY Jun-May,936
Soft white,Grain inspections,Afghanistan,"1,000 bushels",2010/11,MY Jun-May,356
All wheat,Grain inspections,Honduras,"1,000 bushels",2010/11,MY Jun-May,7209
Soft white,Grain inspections,Guatemala,"1,000 bushels",2010/11,MY Jun-May,4088
All wheat,Grain inspections,Ecuador,"1,000 bushels",2010/11,MY Jun-May,4093
All wheat,Grain inspections,Sri Lanka,"1,000 bushels",2010/11,MY Jun-May,4229
All wheat,Grain inspections,Jamaica,"1,000 bushels",2010/11,MY Jun-May,6812
All wheat,Grain inspections,Malaysia,"1,000 bushels",2010/11,MY Jun-May,10670
All wheat,Grain inspections,Israel,"1,000 bushels",2010/11,MY Jun-May,16880
All wheat,Grain inspections,Ethiopia,"1,000 bushels",2010/11,MY Jun-May,7624
All wheat,Grain inspections,Costa Rica,"1,000 bushels",2010/11,MY Jun-May,6285
All wheat,Grain inspections,Trinidad,"1,000 bushels",2010/11,MY Jun-May,4130
All wheat,Grain inspections,Vietnam,"1,000 bushels",2010/11,MY Jun-May,8400
All wheat,Grain inspections,Panama,"1,000 bushels",2010/11,MY Jun-May,3969
All wheat,Grain inspections,Algeria,"1,000 bushels",2010/11,MY Jun-May,4782
All wheat,Grain inspections,United Kingdom,"1,000 bushels",2010/11,MY Jun-May,2069
All wheat,Grain inspections,Ghana,"1,000 bushels",2010/11,MY Jun-May,1866
All wheat,Grain inspections,Rep. of South Africa,"1,000 bushels",2010/11,MY Jun-May,21995
Hard red spring,Grain inspections,Panama,"1,000 bushels",2010/11,MY Jun-May,1435
All wheat,Grain inspections,Afghanistan,"1,000 bushels",2010/11,MY Jun-May,1422
Hard red spring,Grain inspections,Ghana,"1,000 bushels",2010/11,MY Jun-May,1428
Hard red spring,Grain inspections,Costa Rica,"1,000 bushels",2010/11,MY Jun-May,1776
Hard red winter,Grain inspections,Panama,"1,000 bushels",2010/11,MY Jun-May,1187
Hard red winter,Grain inspections,Yemen,"1,000 bushels",2010/11,MY Jun-May,5887
Hard red winter,Grain inspections,Liberia,"1,000 bushels",2010/11,MY Jun-May,477
Soft white,Grain inspections,Mexico,"1,000 bushels",2010/11,MY Jun-May,3012
Hard red winter,Grain inspections,Bangladesh,"1,000 bushels",2010/11,MY Jun-May,203
Hard red winter,Grain inspections,Malawi,"1,000 bushels",2010/11,MY Jun-May,423
Hard red winter,Grain inspections,Tanzania,"1,000 bushels",2010/11,MY Jun-May,1016
Hard red winter,Grain inspections,Nicaragua,"1,000 bushels",2010/11,MY Jun-May,311
Hard red winter,Grain inspections,Vietnam,"1,000 bushels",2010/11,MY Jun-May,183
Soft white,Grain inspections,Bangladesh,"1,000 bushels",2010/11,MY Jun-May,4357
Hard red winter,Grain inspections,China,"1,000 bushels",2010/11,MY Jun-May,72
Hard red spring,Grain inspections,Barbados,"1,000 bushels",2010/11,MY Jun-May,1069
Hard red spring,Grain inspections,Nicaragua,"1,000 bushels",2010/11,MY Jun-May,2893
Soft white,Grain inspections,Colombia,"1,000 bushels",2010/11,MY Jun-May,821
Soft white,Grain inspections,Burma,"1,000 bushels",2010/11,MY Jun-May,43
Soft white,Grain inspections,Peru,"1,000 bushels",2010/11,MY Jun-May,239
Soft white,Grain inspections,Hong Kong,"1,000 bushels",2010/11,MY Jun-May,100
Hard red spring,Grain inspections,Cameroon,"1,000 bushels",2010/11,MY Jun-May,270
Hard red spring,Grain inspections,Tanzania,"1,000 bushels",2010/11,MY Jun-May,1120
Hard red spring,Grain inspections,Belize,"1,000 bushels",2010/11,MY Jun-May,333
Hard red spring,Grain inspections,Singapore,"1,000 bushels",2010/11,MY Jun-May,585
All wheat,Grain inspections,Spain,"1,000 bushels",2010/11,MY Jun-May,11176
All wheat,Grain inspections,Cameroon,"1,000 bushels",2010/11,MY Jun-May,397
Hard red spring,Grain inspections,Burma,"1,000 bushels",2010/11,MY Jun-May,669
Hard red spring,Grain inspections,Namibia,"1,000 bushels",2010/11,MY Jun-May,590
All wheat,Grain inspections,Iraq,"1,000 bushels",2010/11,MY Jun-May,39625
All wheat,Grain inspections,Bangladesh,"1,000 bushels",2010/11,MY Jun-May,4927
All wheat,Grain inspections,Nicaragua,"1,000 bushels",2010/11,MY Jun-May,3992
All wheat,Grain inspections,Singapore,"1,000 bushels",2010/11,MY Jun-May,2807
All wheat,Grain inspections,Barbados,"1,000 bushels",2010/11,MY Jun-May,1243
All wheat,Grain inspections,Belize,"1,000 bushels",2010/11,MY Jun-May,683
All wheat,Grain inspections,Tanzania,"1,000 bushels",2010/11,MY Jun-May,2136
All wheat,Grain inspections,United Arab Emirates,"1,000 bushels",2010/11,MY Jun-May,2343
Soft white,Grain inspections,Egypt,"1,000 bushels",2010/11,MY Jun-May,18939
Soft white,Grain inspections,"Korea, North","1,000 bushels",2010/11,MY Jun-May,253
Soft white,Grain inspections,Pakistan,"1,000 bushels",2010/11,MY Jun-May,625
Hard red spring,Grain inspections,Belgium,"1,000 bushels",2010/11,MY Jun-May,2993
