Commodity_Desc,Attribute_Desc,Attribute_Desc2,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1970/71","Dec",58.422483
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1970/71","Feb",58.055046
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1970/71","Feb",51.808617
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1970/71","Jan",51.44118
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1970/71","Jan",58.055046
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1970/71","Jul",45.194751
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1970/71","Jul",50.706306
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1970/71","Jun",51.44118
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1970/71","Jun",45.194751
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1970/71","Mar",56.952735
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1970/71","Mar",51.073743
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1970/71","May",59.157357
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1970/71","May",52.543491
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1970/71","Nov",53.278365
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1970/71","Nov",58.422483
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1970/71","Oct",52.543491
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1970/71","Oct",58.055046
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1970/71","Sep",58.422483
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1970/71","Sep",51.808617
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1970/71","Simple average",56.585298
"All wheat average price received by farmers ","Weighted-average farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1970/71","Simple average",49
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1971/72","Apr",59.157357
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1971/72","Apr",49.971432
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1971/72","Aug",56.585298
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1971/72","Aug",47.031936
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1971/72","Dec",49.236558
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1971/72","Dec",58.055046
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1971/72","Feb",57.687609
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1971/72","Feb",49.236558
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1971/72","Jan",48.869121
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1971/72","Jan",58.055046
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1971/72","Jul",49.236558
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1971/72","Jul",56.585298
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1971/72","Jun",59.892231
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1971/72","Jun",53.645802
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1971/72","Mar",58.055046
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1971/72","Mar",49.236558
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1971/72","May",59.524794
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1971/72","May",50.706306
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1971/72","Nov",48.134247
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1971/72","Nov",57.320172
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1971/72","Oct",47.76681
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1971/72","Oct",57.320172
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1971/72","Sep",56.217861
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1971/72","Sep",46.297062
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1971/72","Simple average",57.8713275
"All wheat average price received by farmers ","Weighted-average farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1971/72","Simple average",49
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1972/73","Apr",92.226687
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1972/73","Apr",78.998955
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1972/73","Aug",55.482987
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1972/73","Aug",66.873534
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1972/73","Dec",96.268494
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1972/73","Dec",87.450006
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1972/73","Feb",91.124376
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1972/73","Feb",72.385089
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1972/73","Jan",87.450006
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1972/73","Jan",98.105679
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1972/73","Jul",48.501684
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1972/73","Jul",58.055046
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1972/73","Jun",55.850424
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1972/73","Jun",48.869121
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1972/73","Mar",88.919754
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1972/73","Mar",75.692022
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1972/73","May",96.635931
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1972/73","May",78.998955
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1972/73","Nov",72.385089
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1972/73","Nov",82.673325
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1972/73","Oct",69.445593
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1972/73","Oct",78.998955
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1972/73","Sep",77.16177
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1972/73","Sep",63.566601
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1972/73","Simple average",81.90783125
"All wheat average price received by farmers ","Weighted-average farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1972/73","Simple average",65
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1973/74","Apr",149.546859
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1973/74","Apr",146.239926
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1973/74","Aug",163.509465
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1973/74","Aug",171.593079
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1973/74","Dec",175.634886
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1973/74","Dec",191.802114
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1973/74","Feb",213.848334
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1973/74","Feb",202.825224
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1973/74","Jan",194.374173
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1973/74","Jan",208.704216
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1973/74","Jul",106.55673
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1973/74","Jul",90.756939
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1973/74","Jun",98.840553
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1973/74","Jun",89.287191
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1973/74","Mar",184.085937
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1973/74","Mar",182.248752
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1973/74","May",129.337824
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1973/74","May",131.909883
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1973/74","Nov",154.32354
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1973/74","Nov",175.634886
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1973/74","Oct",171.593079
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1973/74","Oct",155.058414
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1973/74","Sep",169.755894
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1973/74","Sep",184.085937
"All wheat average price received by farmers ","Weighted-average farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1973/74","Simple average",145
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1973/74","Simple average",165.68346725
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1974/75","Apr",134.481942
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1974/75","Apr",135.584253
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1974/75","Aug",155.793288
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1974/75","Aug",159.100221
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1974/75","Dec",170.858205
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1974/75","Dec",171.225642
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1974/75","Feb",144.402741
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1974/75","Feb",145.137615
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1974/75","Jan",151.016607
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1974/75","Jan",152.486355
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1974/75","Jul",148.444548
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1974/75","Jul",160.202532
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1974/75","Jun",131.175009
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1974/75","Jun",148.811985
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1974/75","Mar",135.584253
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1974/75","Mar",134.114505
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1974/75","May",127.500639
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1974/75","May",122.723958
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1974/75","Nov",178.941819
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1974/75","Nov",179.309256
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1974/75","Oct",181.513878
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1974/75","Oct",178.206945
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1974/75","Sep",158.732784
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1974/75","Sep",159.835095
"All wheat average price received by farmers ","Weighted-average farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1974/75","Simple average",150
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1974/75","Simple average",154.1398215
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1975/76","Apr",132.644757
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1975/76","Apr",128.60295
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1975/76","Aug",142.932993
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1975/76","Aug",151.384044
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1975/76","Dec",128.60295
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1975/76","Dec",125.296017
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1975/76","Feb",139.993497
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1975/76","Feb",134.481942
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1975/76","Jan",126.030891
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1975/76","Jan",131.175009
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1975/76","Jul",132.644757
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1975/76","Jul",122.356521
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1975/76","Jun",107.291604
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1975/76","Jun",118.682151
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1975/76","Mar",139.993497
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1975/76","Mar",134.114505
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1975/76","May",131.175009
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1975/76","May",126.030891
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1975/76","Nov",131.542446
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1975/76","Nov",136.319127
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1975/76","Oct",147.709674
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1975/76","Oct",150.281733
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1975/76","Sep",154.690977
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1975/76","Sep",151.016607
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1975/76","Simple average",137.298959
"All wheat average price received by farmers ","Weighted-average farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1975/76","Simple average",130
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1976/77","Apr",92.594124
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1976/77","Apr",87.082569
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1976/77","Aug",109.128789
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1976/77","Aug",117.947277
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1976/77","Dec",97.003368
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1976/77","Dec",87.817443
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1976/77","Feb",100.310301
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1976/77","Feb",90.756939
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1976/77","Jan",89.287191
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1976/77","Jan",99.20799
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1976/77","Jul",122.356521
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1976/77","Jul",133.379631
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1976/77","Jun",127.133202
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1976/77","Jun",137.788875
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1976/77","Mar",96.635931
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1976/77","Mar",89.287191
"No. 1 hard red winter (ordinary protein)","Average cash grain bids","No. 1 hard red winter (ordinary protein) Kansas City, MO dollars per metric ton","Kansas City, MO","Dollars per metric ton","1976/77","May",86.715132
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1976/77","May",80.468703
"All wheat average price received by farmers ","Farm price","All wheat average price received by farmers dollars per metric ton","United States","Dollars per metric ton","1976/77","Nov",90.389502
