Commodity_Desc,Commodity_Desc2,Attribute_Desc,Attribute_Desc2,Geography_Desc,Unit_Desc,Calendar_Year,Timeperiod_Desc,Amount
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2008","CY Jan-Dec",34642.2562405467
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2008","CY Jan-Dec",11.3751608937151
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2009","CY Jan-Dec",11.5266418559353
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2009","CY Jan-Dec",35414.4544381755
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2009","CY Jan-Dec",37587.0434970116
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2009","CY Jan-Dec",6019.04349701164
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2009","CY Jan-Dec",1788.2343390418
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2009","CY Jan-Dec",384.354719794362
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2010","CY Jan-Dec",289.314078848916
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2010","CY Jan-Dec",1886.57774715053
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2010","CY Jan-Dec",6451.42321287045
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2010","CY Jan-Dec",39198.4232128705
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2010","CY Jan-Dec",37022.531386871
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2010","CY Jan-Dec",11.9501534456409
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2015","CY Jan-Dec",10.9950984600113
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2015","CY Jan-Dec",35274.8047323621
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2015","CY Jan-Dec",38228.0533214516
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2015","CY Jan-Dec",7834.05332145157
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2015","CY Jan-Dec",2521.77288313707
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2015","CY Jan-Dec",431.475705952434
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2016","CY Jan-Dec",483.15219197379
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2016","CY Jan-Dec",2024.72949643804
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2016","CY Jan-Dec",8030.43040142146
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2016","CY Jan-Dec",39368.4304014215
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2016","CY Jan-Dec",36860.5487130096
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2016","CY Jan-Dec",11.4085438114398
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2017","CY Jan-Dec",11.3581617837358
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2017","CY Jan-Dec",36930.2679684921
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2017","CY Jan-Dec",39081.7316721883
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2017","CY Jan-Dec",7282.73167218827
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2017","CY Jan-Dec",1790.24925386707
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2017","CY Jan-Dec",361.214449829112
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2018","CY Jan-Dec",406.558730633844
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2018","CY Jan-Dec",1899.26764302103
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2018","CY Jan-Dec",7566.86443818418
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2018","CY Jan-Dec",39517.8644381842
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2018","CY Jan-Dec",37212.0380645293
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2018","CY Jan-Dec",11.383936119006
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2019","CY Jan-Dec",11.38883236593
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2019","CY Jan-Dec",37407.8726774575
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2019","CY Jan-Dec",39603.7922431431
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2019","CY Jan-Dec",8071.79224314307
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2019","CY Jan-Dec",1913.42775761102
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2019","CY Jan-Dec",282.491808074538
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2020","CY Jan-Dec",324.201944892978
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2020","CY Jan-Dec",2357.25076108192
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2020","CY Jan-Dec",10655.0578663886
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2020","CY Jan-Dec",44457.0578663886
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2020","CY Jan-Dec",41775.6051604137
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2020","CY Jan-Dec",12.6092575693427
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2021","CY Jan-Dec",10.8901477537562
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2021","CY Jan-Dec",36204.6229117953
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2021","CY Jan-Dec",8631.96866207586
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2021","CY Jan-Dec",38811.9686620759
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2021","CY Jan-Dec",2319.7667314641
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2021","CY Jan-Dec",287.57901881649
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2022","CY Jan-Dec",351.519666038064
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2022","CY Jan-Dec",2138.65226698174
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2022","CY Jan-Dec",41308.8868023082
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2022","CY Jan-Dec",10679.8868023082
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2022","CY Jan-Dec",38818.7148692884
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2022","CY Jan-Dec",11.6128777583856
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2023","CY Jan-Dec",11.3637517423107
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2023","CY Jan-Dec",38297.4342968309
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2023","CY Jan-Dec",9971.54720917134
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2023","CY Jan-Dec",40876.5472091713
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2023","CY Jan-Dec",2069.85591643744
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2023","CY Jan-Dec",509.256995903034
"Durum","Semolina and durum flour exports","Qty, Exports","Semolina and durum flour exports","World","1,000 cwt","2024","CY Jan-Dec",520.433109711474
"Durum","Durum pasta and couscous","Qty, Exports","Durum pasta and couscous exports","World","1,000 cwt","2024","CY Jan-Dec",2152.2749386743
"Durum","Semolina and durum flour","Total supply","Semolina and durum flour total supply","United States","1,000 cwt","2024","CY Jan-Dec",42506.0520347189
"Durum","Semolina, durum flour, pasta, and couscous imports","Qty, Imports","Semolina, durum flour, pasta, and couscous imports","World","1,000 cwt","2024","CY Jan-Dec",11000.0520347189
"Durum","Semolina and durum flour","Domestic disappearance","Semolina and durum flour domestic disappearance","United States","1,000 cwt","2024","CY Jan-Dec",39833.3439863331
"Durum","Semolina and durum flour","Per capita disappearance","Semolina and durum flour per capita disappearance","United States","pounds","2024","CY Jan-Dec",11.7121757550185
