Year,Month,Grain,Grade,Ktonnes,Elevator,Region,Global_region,Destination
2022,October,Flaxseed,No.1 CW,0.3,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,October,Flaxseed,No.1 CW,4.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,October,Canola,No.1 CANADA,9.1,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,October,Canola,No.1 CANADA,6.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,October,Canola,No.1 CANADA,52.6,TERMINALS,Vancouver,Asia,Bangladesh
2022,October,Canola,No.1 CANADA,496.3,TERMINALS,Vancouver,Asia,China P.R.
2022,October,Canola,No.1 CANADA,208.1,TERMINALS,Vancouver,Asia,Japan
2022,October,Canola,No.1 CANADA,114.4,TERMINALS,Vancouver,Asia,Pakistan
2022,October,Canola,No.1 CANADA,56.3,TERMINALS,Vancouver,Asia,United Arab Emirates
2022,October,Canola,No.1 CANADA,12.6,TERMINALS,Vancouver,Western Hemisphere,United States
2022,October,Canola,No.1 CANADA,46.2,TERMINALS,Prince Rupert,Western Hemisphere,Mexico
2022,October,Canola,No.1 CANADA,23.4,TERMINALS,Thunder Bay,Western Europe,Belgium
2022,October,Canola,No.1 CANADA,23.3,TERMINALS,Thunder Bay,Western Europe,France
2022,October,Canola,No.1 CANADA,47,TERMINALS,Thunder Bay,Western Europe,Germany
2022,October,Canola,No.1 CANADA,63.7,TERMINALS,Thunder Bay,Western Hemisphere,Mexico
2022,October,Canola,No.1 CANADA,5.7,TERMINALS,St. Lawrence,Western Europe,France
2022,October,Canola,OTHER,128.4,TERMINALS,Vancouver,Asia,China P.R.
2022,October,Soybeans,No.2 CANADA,77.2,TERMINALS,Vancouver,Asia,China P.R.
2022,October,Soybeans,No.2 CANADA,20.1,TERMINALS,Bay & Lakes,Western Europe,Belgium
2022,October,Soybeans,No.2 CANADA,20.8,TERMINALS,Bay & Lakes,Western Europe,Italy
2022,October,Soybeans,No.2 CANADA,57.8,TERMINALS,Bay & Lakes,Western Europe,Netherlands
2022,October,Soybeans,No.2 CANADA,19,TERMINALS,St. Lawrence,Western Europe,Italy
2022,October,Soybeans,No.2 CANADA,6.5,TERMINALS,St. Lawrence,Western Europe,Netherlands
2022,October,Soybeans,No.2 CANADA,75.6,TERMINALS,St. Lawrence,Africa,Algeria
2022,October,Soybeans,No.2 CANADA,245.3,TERMINALS,St. Lawrence,Asia,China P.R.
2022,October,Soybeans,OTHER,80.2,TERMINALS,Bay & Lakes,Western Europe,Italy
2022,October,Peas,All grades combined,0.3,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,October,Peas,All grades combined,6.7,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,October,Peas,All grades combined,37.9,TERMINALS,Vancouver,Asia,Bangladesh
2022,October,Peas,All grades combined,168.1,TERMINALS,Vancouver,Asia,China P.R.
2022,October,Peas,All grades combined,1.1,TERMINALS,Vancouver,Asia,Pakistan
2022,October,Peas,All grades combined,25,TERMINALS,Vancouver,Western Hemisphere,Cuba
2022,October,Sample Feed,No.1,0.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,October,Canaryseed,OTHER,1.9,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,October,Canaryseed,OTHER,2.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,October,Mustard Seed,No.1 CANADA,1.4,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,October,Triticale,No.1 CANADA,0.3,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,October,Cdn BlyMlt,No.1,0.9,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,October,Beans,All grades combined,1,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,October,Beans,All grades combined,0.9,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,October,Lentil,No.1 CANADA,1.9,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,October,Lentil,No.1 CANADA,5.3,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,October,Lentil,No.2 CANADA,37.6,TERMINALS,Vancouver,Asia,India
2022,October,Lentil,No.2 CANADA,29.5,TERMINALS,Vancouver,Asia,Pakistan
2022,October,Lentil,No.2 CANADA,19.1,TERMINALS,Vancouver,Asia,Turkey
2022,October,Lentil,OTHER,12.5,TERMINALS,Vancouver,Asia,Bangladesh
2022,October,Chick Peas,No.1 CANADA,0.5,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,October,Faba bean,No.1 CANADA,0.7,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,October,Millet,No.1 CANADA,0.1,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,October,Manufactured Product,OTHER,0.3,TERMINALS,Bay & Lakes,Western Hemisphere,United States
2022,October,Pellets,No.1,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,October,Pellets,OTHER,0.7,TERMINALS,Vancouver,Western Hemisphere,United States
2022,November,Wheat,No.1 CW RS,21.8,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,November,Wheat,No.1 CW RS,46.9,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Wheat,No.1 CW RS,22,TERMINALS,Vancouver,Asia,China P.R.
2022,November,Wheat,No.1 CW RS,67.8,TERMINALS,Vancouver,Asia,Indonesia
2022,November,Wheat,No.1 CW RS,129.5,TERMINALS,Vancouver,Asia,Japan
2022,November,Wheat,No.1 CW RS,21.7,TERMINALS,Vancouver,Western Hemisphere,Chile
2022,November,Wheat,No.1 CW RS,6,TERMINALS,Vancouver,Western Hemisphere,Costa Rica
2022,November,Wheat,No.1 CW RS,12.1,TERMINALS,Vancouver,Western Hemisphere,Ecuador
2022,November,Wheat,No.1 CW RS,8.9,TERMINALS,Vancouver,Western Hemisphere,Guatemala
2022,November,Wheat,No.1 CW RS,10.9,TERMINALS,Vancouver,Western Hemisphere,Peru
2022,November,Wheat,No.1 CW RS,55.5,TERMINALS,Prince Rupert,Asia,Bangladesh
2022,November,Wheat,No.1 CW RS,137.7,TERMINALS,Prince Rupert,Asia,China P.R.
2022,November,Wheat,No.1 CW RS,73.9,TERMINALS,Prince Rupert,Asia,Indonesia
2022,November,Wheat,No.1 CW RS,28.6,TERMINALS,Prince Rupert,Western Hemisphere,Colombia
2022,November,Wheat,No.1 CW RS,18.9,TERMINALS,Prince Rupert,Western Hemisphere,Ecuador
2022,November,Wheat,No.1 CW RS,65.6,TERMINALS,Prince Rupert,Western Hemisphere,Peru
2022,November,Wheat,No.2 CE,8.5,TERMINALS,St. Lawrence,Africa,Nigeria
2022,November,Wheat,No.2 CE,28.8,TERMINALS,St. Lawrence,Western Hemisphere,Brazil
2022,November,Wheat,No.2 CW RS,0.5,TERMINALS,Vancouver,Africa,Burundi
2022,November,Wheat,No.2 CW RS,21.5,TERMINALS,Vancouver,Africa,Kenya
2022,November,Wheat,No.2 CW RS,2,TERMINALS,Vancouver,Africa,Rwanda
2022,November,Wheat,No.2 CW RS,27.3,TERMINALS,Vancouver,Africa,Tanzania
2022,November,Wheat,No.2 CW RS,1.5,TERMINALS,Vancouver,Africa,Uganda
2022,November,Wheat,No.2 CW RS,83.1,TERMINALS,Vancouver,Asia,Bangladesh
2022,November,Wheat,No.2 CW RS,105.4,TERMINALS,Vancouver,Asia,China P.R.
2022,November,Wheat,No.2 CW RS,89.9,TERMINALS,Vancouver,Asia,Indonesia
2022,November,Wheat,No.2 CW RS,44,TERMINALS,Vancouver,Asia,South Korea
2022,November,Wheat,No.2 CW RS,35.2,TERMINALS,Vancouver,Western Hemisphere,Colombia
2022,November,Wheat,No.2 CW RS,7.2,TERMINALS,Vancouver,Western Hemisphere,Costa Rica
2022,November,Wheat,No.2 CW RS,17.7,TERMINALS,Vancouver,Western Hemisphere,Ecuador
2022,November,Wheat,No.2 CW RS,30.6,TERMINALS,Vancouver,Western Hemisphere,El Salvador
2022,November,Wheat,No.2 CW RS,55,TERMINALS,Vancouver,Western Hemisphere,Mexico
2022,November,Wheat,No.2 CW RS,26.7,TERMINALS,Vancouver,Western Hemisphere,Peru
2022,November,Wheat,No.2 CW RS,55.4,TERMINALS,Prince Rupert,Asia,Indonesia
2022,November,Wheat,No.2 CW RS,13.7,TERMINALS,Thunder Bay,Western Europe,Italy
2022,November,Wheat,No.2 CW RS,20.5,TERMINALS,Thunder Bay,Western Europe,Portugal
2022,November,Wheat,No.2 CW RS,21.1,TERMINALS,Thunder Bay,Western Europe,United Kingdom
2022,November,Wheat,No.2 CW RS,16.8,TERMINALS,St. Lawrence,Western Europe,Italy
2022,November,Wheat,No.2 CW RS,6.5,TERMINALS,St. Lawrence,Western Europe,Portugal
2022,November,Wheat,No.2 CW RS,40.9,TERMINALS,St. Lawrence,Western Europe,United Kingdom
2022,November,Wheat,No.2 CW RS,84.3,TERMINALS,St. Lawrence,Africa,Nigeria
2022,November,Wheat,No.2 CW RS,6.1,TERMINALS,St. Lawrence,Western Hemisphere,Brazil
2022,November,Wheat,No.2 CW RS,38.5,TERMINALS,St. Lawrence,Western Hemisphere,Colombia
2022,November,Wheat,No.2 CW RS,13.2,TERMINALS,St. Lawrence,Western Hemisphere,Venezuela
2022,November,Wheat,OTHER,46.4,TERMINALS,Vancouver,Asia,China P.R.
2022,November,Wheat,OTHER,12.6,TERMINALS,Vancouver,Western Hemisphere,Chile
2022,November,Wheat,OTHER,47.4,TERMINALS,Vancouver,Western Hemisphere,Colombia
2022,November,Wheat,OTHER,19.8,TERMINALS,Vancouver,Western Hemisphere,Costa Rica
2022,November,Wheat,OTHER,5.5,TERMINALS,Vancouver,Western Hemisphere,Ecuador
2022,November,Wheat,OTHER,10.2,TERMINALS,Vancouver,Western Hemisphere,El Salvador
2022,November,Wheat,OTHER,14.2,TERMINALS,Vancouver,Western Hemisphere,Guatemala
2022,November,Wheat,OTHER,9,TERMINALS,Vancouver,Western Hemisphere,Peru
2022,November,Wheat,OTHER,33.1,TERMINALS,Prince Rupert,Western Hemisphere,Colombia
2022,November,Wheat,OTHER,15.4,TERMINALS,St. Lawrence,Western Europe,United Kingdom
2022,November,Amber Durum,No.1 CW AD,1.7,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,November,Amber Durum,No.1 CW AD,60,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Amber Durum,No.1 CW AD,70.5,TERMINALS,Vancouver,Western Europe,Italy
2022,November,Amber Durum,No.1 CW AD,20.3,TERMINALS,Vancouver,Western Europe,Spain
2022,November,Amber Durum,No.1 CW AD,90.6,TERMINALS,Vancouver,Africa,Algeria
2022,November,Amber Durum,No.1 CW AD,7.7,TERMINALS,Vancouver,Asia,Indonesia
2022,November,Amber Durum,No.1 CW AD,5,TERMINALS,Vancouver,Western Hemisphere,Costa Rica
2022,November,Amber Durum,No.1 CW AD,18,TERMINALS,Vancouver,Western Hemisphere,Peru
2022,November,Amber Durum,No.1 CW AD,10.8,TERMINALS,Thunder Bay,Western Europe,Italy
2022,November,Amber Durum,No.1 CW AD,20.7,TERMINALS,Thunder Bay,Western Europe,Spain
2022,November,Amber Durum,No.1 CW AD,10.3,TERMINALS,St. Lawrence,Western Europe,Spain
2022,November,Amber Durum,No.1 CW AD,30,TERMINALS,St. Lawrence,Africa,Libya
2022,November,Amber Durum,No.1 CW AD,11.7,TERMINALS,St. Lawrence,Africa,Nigeria
2022,November,Amber Durum,No.1 CW AD,26.1,TERMINALS,St. Lawrence,Africa,Tunisia
2022,November,Amber Durum,No.2 CW AD,25.8,TERMINALS,Vancouver,Western Europe,Italy
2022,November,Amber Durum,No.2 CW AD,32.5,TERMINALS,Vancouver,Africa,Algeria
2022,November,Amber Durum,No.2 CW AD,3,TERMINALS,Vancouver,Western Hemisphere,Guatemala
2022,November,Amber Durum,No.2 CW AD,11.2,TERMINALS,Thunder Bay,Western Europe,Greece
2022,November,Amber Durum,No.2 CW AD,19.1,TERMINALS,Thunder Bay,Western Europe,Portugal
2022,November,Amber Durum,No.2 CW AD,19.3,TERMINALS,Thunder Bay,Africa,Algeria
2022,November,Amber Durum,No.2 CW AD,60,TERMINALS,St. Lawrence,Western Europe,Italy
2022,November,Amber Durum,No.2 CW AD,9,TERMINALS,St. Lawrence,Africa,Tunisia
2022,November,Amber Durum,No.2 CW AD,18.3,TERMINALS,St. Lawrence,Western Hemisphere,Venezuela
2022,November,Amber Durum,No.3 CW AD,8.2,TERMINALS,Thunder Bay,Western Europe,Italy
2022,November,Amber Durum,No.3 CW AD,20.2,TERMINALS,Thunder Bay,Africa,Tunisia
2022,November,Amber Durum,No.3 CW AD,58.7,TERMINALS,St. Lawrence,Western Europe,Italy
2022,November,Amber Durum,No.3 CW AD,46,TERMINALS,St. Lawrence,Africa,Tunisia
2022,November,Oat,No.1 CW,0.4,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,November,Oat,No.1 CW,92,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Oat,No.1 CW,12,TERMINALS,Thunder Bay,Western Hemisphere,United States
2022,November,Oat,No.2 CW,6.6,TERMINALS,Prince Rupert,Western Hemisphere,Peru
2022,November,Barley,No.1 CW,20.3,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Barley,No.2 CW,69.3,TERMINALS,Vancouver,Asia,China P.R.
2022,November,Barley,OTHER,355.3,TERMINALS,Vancouver,Asia,China P.R.
2022,November,Barley,OTHER,10.8,TERMINALS,Vancouver,Asia,Japan
2022,November,Rye,No.1 CW,0,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,November,Rye,No.1 CW,3,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Flaxseed,No.1 CW,0,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,November,Flaxseed,No.1 CW,4.3,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Canola,No.1 CANADA,9.4,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,November,Canola,No.1 CANADA,2.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Canola,No.1 CANADA,401.5,TERMINALS,Vancouver,Asia,China P.R.
2022,November,Canola,No.1 CANADA,125.6,TERMINALS,Vancouver,Asia,Japan
2022,November,Canola,No.1 CANADA,88.6,TERMINALS,Vancouver,Asia,Pakistan
2022,November,Canola,No.1 CANADA,129.4,TERMINALS,Vancouver,Western Hemisphere,Mexico
2022,November,Canola,No.1 CANADA,64,TERMINALS,Prince Rupert,Asia,Pakistan
2022,November,Canola,No.1 CANADA,44,TERMINALS,Prince Rupert,Western Hemisphere,Mexico
2022,November,Canola,No.1 CANADA,21.1,TERMINALS,Thunder Bay,Western Europe,France
2022,November,Canola,No.1 CANADA,20.4,TERMINALS,Thunder Bay,Western Hemisphere,Mexico
2022,November,Canola,No.1 CANADA,6.6,TERMINALS,St. Lawrence,Western Europe,France
2022,November,Canola,OTHER,221.3,TERMINALS,Vancouver,Asia,China P.R.
2022,November,Sunflower,No.1 CANADA,0.5,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Soybeans,No.2 CANADA,213.9,TERMINALS,Vancouver,Asia,China P.R.
2022,November,Soybeans,No.2 CANADA,20,TERMINALS,Bay & Lakes,Western Europe,Greece
2022,November,Soybeans,No.2 CANADA,20.6,TERMINALS,Bay & Lakes,Western Europe,Italy
2022,November,Soybeans,No.2 CANADA,24.8,TERMINALS,Bay & Lakes,Western Europe,Netherlands
2022,November,Soybeans,No.2 CANADA,15.2,TERMINALS,St. Lawrence,Western Europe,Italy
2022,November,Soybeans,No.2 CANADA,37.9,TERMINALS,St. Lawrence,Western Europe,Portugal
2022,November,Soybeans,No.2 CANADA,49.5,TERMINALS,St. Lawrence,Western Europe,Switzerland
2022,November,Soybeans,No.2 CANADA,72.8,TERMINALS,St. Lawrence,Africa,Algeria
2022,November,Soybeans,No.2 CANADA,96.2,TERMINALS,St. Lawrence,Africa,Egypt
2022,November,Soybeans,No.2 CANADA,228.8,TERMINALS,St. Lawrence,Asia,China P.R.
2022,November,Soybeans,No.2 CANADA,95.9,TERMINALS,St. Lawrence,Asia,Iran
2022,November,Soybeans,No.2 CANADA,36.1,TERMINALS,St. Lawrence,Asia,Israel
2022,November,Soybeans,No.2 CANADA,49.6,TERMINALS,St. Lawrence,Western Hemisphere,United States
2022,November,Soybeans,OTHER,20.7,TERMINALS,Bay & Lakes,Western Europe,Italy
2022,November,Soybeans,OTHER,13.7,TERMINALS,Bay & Lakes,Western Europe,Netherlands
2022,November,Soybeans,OTHER,42.1,TERMINALS,St. Lawrence,Western Europe,Italy
2022,November,Peas,All grades combined,6.7,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Peas,All grades combined,41.9,TERMINALS,Vancouver,Asia,Bangladesh
2022,November,Peas,All grades combined,9.2,TERMINALS,Vancouver,Asia,China P.R.
2022,November,Peas,All grades combined,7,TERMINALS,Vancouver,Asia,Pakistan
2022,November,Peas,All grades combined,14.7,TERMINALS,Vancouver,Asia,United Arab Emirates
2022,November,Peas,All grades combined,25,TERMINALS,Vancouver,Western Hemisphere,Cuba
2022,November,Corn,No.1 CW,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Corn,No.3 CE,58.4,TERMINALS,Bay & Lakes,Western Europe,Ireland
2022,November,Corn,OTHER,83.9,TERMINALS,Bay & Lakes,Western Europe,Ireland
2022,November,Corn,OTHER,23.3,TERMINALS,Bay & Lakes,Western Europe,Portugal
2022,November,Sample Feed,No.1,0.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Canaryseed,OTHER,1.4,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,November,Canaryseed,OTHER,2.4,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Mustard Seed,No.1 CANADA,0.2,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,November,Mustard Seed,No.1 CANADA,1.6,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Triticale,No.1 CANADA,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Cdn BlyMlt,No.1,0.9,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Beans,All grades combined,0.4,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,November,Beans,All grades combined,1.5,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Lentil,No.1 CANADA,0.5,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,November,Lentil,No.1 CANADA,4.4,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Lentil,No.2 CANADA,54.4,TERMINALS,Vancouver,Asia,India
2022,November,Lentil,No.2 CANADA,70.3,TERMINALS,Vancouver,Asia,Turkey
2022,November,Lentil,OTHER,11.7,TERMINALS,Vancouver,Asia,Bangladesh
2022,November,Chick Peas,No.1 CANADA,1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Faba bean,No.1 CANADA,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Millet,No.1 CANADA,0,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,November,Manufactured Product,OTHER,0.3,TERMINALS,Bay & Lakes,Western Hemisphere,United States
2022,November,Pellets,OTHER,0.5,TERMINALS,Vancouver,Western Hemisphere,United States
2022,December,Wheat,No.1 CE,6.6,TERMINALS,Bay & Lakes,Western Hemisphere,Mexico
2022,December,Wheat,No.1 CW RS,11.4,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,December,Wheat,No.1 CW RS,15.1,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,December,Wheat,No.1 CW RS,86.2,TERMINALS,Vancouver,Asia,China P.R.
2022,December,Wheat,No.1 CW RS,105.2,TERMINALS,Vancouver,Asia,Indonesia
2022,December,Wheat,No.1 CW RS,84.9,TERMINALS,Vancouver,Asia,Japan
2022,December,Wheat,No.1 CW RS,15.4,TERMINALS,Vancouver,Western Hemisphere,Colombia
2022,December,Wheat,No.1 CW RS,55,TERMINALS,Prince Rupert,Africa,Mozambique
2022,December,Wheat,No.1 CW RS,142,TERMINALS,Prince Rupert,Asia,China P.R.
2022,December,Wheat,No.1 CW RS,132,TERMINALS,Prince Rupert,Asia,Indonesia
2022,December,Wheat,No.1 CW RS,8.1,TERMINALS,Thunder Bay,Western Hemisphere,Puerto Rico
2022,December,Wheat,No.1 CW RW,8.3,TERMINALS,Thunder Bay,Western Hemisphere,United States
2022,December,Wheat,No.2 CE,16.6,TERMINALS,Bay & Lakes,Western Hemisphere,Mexico
2022,December,Wheat,No.2 CE,14.2,TERMINALS,St. Lawrence,Western Hemisphere,Dominican Republic
2022,December,Wheat,No.2 CE,4.5,TERMINALS,St. Lawrence,Western Hemisphere,Jamaica
2022,December,Wheat,No.2 CW RS,117.2,TERMINALS,Vancouver,Asia,Bangladesh
2022,December,Wheat,No.2 CW RS,75,TERMINALS,Vancouver,Asia,China P.R.
2022,December,Wheat,No.2 CW RS,48.4,TERMINALS,Vancouver,Asia,Indonesia
2022,December,Wheat,No.2 CW RS,57.2,TERMINALS,Vancouver,Asia,Philippines
2022,December,Wheat,No.2 CW RS,58.9,TERMINALS,Vancouver,Asia,Thailand
2022,December,Wheat,No.2 CW RS,46.1,TERMINALS,Vancouver,Asia,United Arab Emirates
2022,December,Wheat,No.2 CW RS,11.5,TERMINALS,Vancouver,Western Hemisphere,Costa Rica
2022,December,Wheat,No.2 CW RS,6.7,TERMINALS,Vancouver,Western Hemisphere,El Salvador
2022,December,Wheat,No.2 CW RS,10.4,TERMINALS,Vancouver,Western Hemisphere,Guatemala
2022,December,Wheat,No.2 CW RS,68.3,TERMINALS,Prince Rupert,Asia,China P.R.
2022,December,Wheat,No.2 CW RS,11.9,TERMINALS,Thunder Bay,Western Europe,United Kingdom
2022,December,Wheat,No.2 CW RS,11,TERMINALS,St. Lawrence,Western Europe,Italy
2022,December,Wheat,No.2 CW RS,18.5,TERMINALS,St. Lawrence,Western Europe,United Kingdom
2022,December,Wheat,No.2 CW RS,6.6,TERMINALS,St. Lawrence,Africa,Cameroon
2022,December,Wheat,No.2 CW RS,12.5,TERMINALS,St. Lawrence,Africa,Ghana
2022,December,Wheat,No.2 CW RS,5,TERMINALS,St. Lawrence,Africa,Ivory Coast
2022,December,Wheat,No.2 CW RS,28.5,TERMINALS,St. Lawrence,Africa,Nigeria
2022,December,Wheat,No.2 CW RS,5.1,TERMINALS,St. Lawrence,Africa,Togo
2022,December,Wheat,No.2 CW RS,43.3,TERMINALS,St. Lawrence,Western Hemisphere,Colombia
2022,December,Wheat,No.2 CW RS,13,TERMINALS,St. Lawrence,Western Hemisphere,Dominican Republic
2022,December,Wheat,No.2 CW RS,4.1,TERMINALS,St. Lawrence,Western Hemisphere,Guyana
2022,December,Wheat,No.2 CW RS,2,TERMINALS,St. Lawrence,Western Hemisphere,Jamaica
2022,December,Wheat,No.2 CW RS,33,TERMINALS,St. Lawrence,Western Hemisphere,Mexico
2022,December,Wheat,No.2 CW RS,1,TERMINALS,St. Lawrence,Western Hemisphere,Saint Lucia
2022,December,Wheat,OTHER,52.5,TERMINALS,Vancouver,Asia,Iraq
2022,December,Wheat,OTHER,10,TERMINALS,Vancouver,Western Hemisphere,Colombia
2022,December,Wheat,OTHER,6.5,TERMINALS,Vancouver,Western Hemisphere,Costa Rica
2022,December,Wheat,OTHER,10.6,TERMINALS,Vancouver,Western Hemisphere,Ecuador
2022,December,Wheat,OTHER,11.9,TERMINALS,Vancouver,Western Hemisphere,El Salvador
2022,December,Wheat,OTHER,41.5,TERMINALS,Vancouver,Western Hemisphere,Guatemala
2022,December,Wheat,OTHER,14.2,TERMINALS,St. Lawrence,Western Europe,United Kingdom
2022,December,Wheat,OTHER,11.6,TERMINALS,St. Lawrence,Western Hemisphere,Dominican Republic
2022,December,Amber Durum,No.1 CW AD,49.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,December,Amber Durum,No.1 CW AD,16.9,TERMINALS,Vancouver,Asia,Japan
2022,December,Amber Durum,No.1 CW AD,60.4,TERMINALS,Thunder Bay,Africa,Morocco
2022,December,Amber Durum,No.1 CW AD,45.8,TERMINALS,St. Lawrence,Africa,Morocco
2022,December,Amber Durum,No.2 CW AD,60.2,TERMINALS,Vancouver,Western Europe,Italy
2022,December,Amber Durum,No.2 CW AD,34.2,TERMINALS,Vancouver,Asia,United Arab Emirates
2022,December,Amber Durum,No.2 CW AD,9,TERMINALS,St. Lawrence,Western Europe,Italy
2022,December,Amber Durum,No.2 CW AD,5,TERMINALS,St. Lawrence,Africa,Mauritania
2022,December,Amber Durum,No.2 CW AD,27.5,TERMINALS,St. Lawrence,Africa,Tunisia
2022,December,Amber Durum,No.3 CW AD,13,TERMINALS,St. Lawrence,Western Europe,Italy
2022,December,Amber Durum,No.3 CW AD,34.8,TERMINALS,St. Lawrence,Africa,Tunisia
2022,December,Oat,No.1 CW,47.4,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,December,Oat,No.1 CW,20.6,TERMINALS,Thunder Bay,Western Hemisphere,United States
2022,December,Oat,No.2 CW,2,TERMINALS,Thunder Bay,Western Hemisphere,Puerto Rico
2022,December,Barley,No.1 CW,17.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,December,Barley,OTHER,261.2,TERMINALS,Vancouver,Asia,China P.R.
2022,December,Barley,OTHER,66,TERMINALS,Prince Rupert,Asia,China P.R.
2022,December,Rye,No.1 CW,0.7,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,December,Rye,No.2 CW,0,TERMINALS,Bay & Lakes,Western Hemisphere,United States
2022,December,Flaxseed,No.1 CW,4.7,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,December,Canola,No.1 CANADA,9.5,PRIMARY,Prairie Elevators,Western Hemisphere,Mexico
2022,December,Canola,No.1 CANADA,7.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,December,Canola,No.1 CANADA,284.5,TERMINALS,Vancouver,Asia,China P.R.
2022,December,Canola,No.1 CANADA,140.4,TERMINALS,Vancouver,Asia,Japan
2022,December,Canola,No.1 CANADA,59.7,TERMINALS,Vancouver,Asia,United Arab Emirates
2022,December,Canola,No.1 CANADA,128.9,TERMINALS,Vancouver,Western Hemisphere,Mexico
2022,December,Canola,No.1 CANADA,23.6,TERMINALS,Thunder Bay,Western Europe,France
2022,December,Canola,No.1 CANADA,5.5,TERMINALS,St. Lawrence,Western Europe,France
2022,December,Canola,No.1 CANADA,40.8,TERMINALS,St. Lawrence,Western Hemisphere,Mexico
2022,December,Canola,OTHER,99.1,TERMINALS,Vancouver,Asia,China P.R.
2022,December,Sunflower,No.1 CANADA,0.2,PRIMARY,Prairie Elevators,Western Hemisphere,United States
2022,December,Soybeans,No.2 CANADA,133.1,TERMINALS,Vancouver,Asia,China P.R.
2022,December,Soybeans,No.2 CANADA,36.7,TERMINALS,Bay & Lakes,Western Europe,Belgium
2022,December,Soybeans,No.2 CANADA,62.4,TERMINALS,Bay & Lakes,Western Europe,Netherlands
2022,December,Soybeans,No.2 CANADA,21.1,TERMINALS,Bay & Lakes,Western Europe,United Kingdom
2022,December,Soybeans,No.2 CANADA,9.4,TERMINALS,St. Lawrence,Western Europe,Belgium
2022,December,Soybeans,No.2 CANADA,32.3,TERMINALS,St. Lawrence,Western Europe,Italy
2022,December,Soybeans,No.2 CANADA,10.3,TERMINALS,St. Lawrence,Western Europe,Netherlands
2022,December,Soybeans,No.2 CANADA,58,TERMINALS,St. Lawrence,Western Europe,Spain
