,File Name,Report End Date,Report Title
3112,am_fv160,11/21/2025,"Mount Hope, Ohio Auction (AM_FV160)"
3107,aa_fv160,11/21/2025,Adams County Indiana Flower And Produce Auction (AA_FV160)
1870,ams_1870,11/19/2025,"Four States Livestock Sales - Hagerstown, MD"
3417,ams_3417,11/19/2025,"Bassett Livestock Auction Video Sale - Bassett, NE"
1902,ams_1902,11/17/2025,"Winter Livestock Seasonal Feeder Cattle Sale (Monday) - La Junta, CO"
2083,ams_2083,11/13/2025,North Carolina Graded Cattle Auction
1876,ams_1876,11/14/2025,"Preston Farmers Market - Terra Alta, WV"
2075,ams_2075,11/13/2025,"East Tennessee Cattle Alliance Preconditioned Graded Feeder Sale - Greeneville, TN"
3429,ams_3429,11/12/2025,"Seminole Livestock Exchange Board Sale - Donalsonville, GA"
2271,mars_2271,9/30/2025,Quarterly Tobacco Stocks
2490,ams_2490,11/12/2025,5 Area Annual Weighted Average Direct Slaughter Cattle - Negotiated (PDF) (LM_CT17
2029,ams_2029,11/11/2025,"Mid State Stockyards Feeder Cattle Board Sale - Letohatchee, AL"
1836,ams_1836,11/10/2025,"Valentine Livestock Auction Feeder/Replacement Cattle Special - Valentine, NE"
1968,ams_1968,11/7/2025,"Springville Feeder Cattle Auction - Springville, IN"
2154,ams_2154,11/6/2025,"Sheldon Livestock Slaughter Cattle - Sheldon, IA"
2012,ams_2012,11/5/2025,"St. Onge Calf Auction (Wed-Seasonal) - St. Onge, SD"
1886,ams_1886,11/1/2025,"South Branch Valley Livestock Exchange Special Graded Sale - Moorefield, WV"
3219,nw_ls452,11/3/2025,Carlot Veal Carcass Report (NW_LS452)
3339,ams_3339,10/30/2025,"KY-TN Livestock Market Livestock Video/Internet Auction ? Guthrie, KY"
2009,ams_2009,10/29/2025,"Ft. Pierre Calf Auction (Wed-Seasonal) - Ft. Pierre, SD"
3109,ah_fv160,10/29/2025,Hart County Kentucky Produce Auction (AH_FV160)
2010,ams_2010,10/28/2025,"Mobridge Calf Auction (Tue-Seasonal) - Mobridge, SD"
3054,lswvtfm,10/23/2025,Vermont Weekly Farmers Market Report (Seasonal) (LSWVTFM)
3368,ams_3368,10/23/2025,"Producers Livestock Video/Internet Auction - Okeechobee, FL"
3113,at_fv160,10/22/2025,"Tri County Auction - New Wilmington, PA (AT_FV160)"
1855,ams_1855,10/20/2025,"Tri-State Livestock Auction - McCook, NE"
2157,ams_2157,10/16/2025,"Sheldon Livestock Feeder Cattle Special - Sheldon, IA"
3623,ams_3623,10/15/2025,"Monterey Stockyard LLC Graded Sheep and Goat Sale - Monterey, VA"
3090,ams_3090,10/16/2025,"Livestock Exchange Cattle Auction (Thursday) - Brush, CO"
3476,ams_3476,10/15/2025,"Monterey Stockyard LLC - Monterey, VA"
3490,ams_3490,10/15/2025,"Monterey Stockyard LLC Board Sale - Monterey, VA"
2045,ams_2045,10/15/2025,"Reel Livestock Center Cattle Special - Congerville, IL"
1613,cn_fc_off,9/30/2025,Forward Contracting Report
1874,ams_1874,10/1/2025,"Preston Farmers Market Special Graded Sale - Terra Alta, WV"
3064,wa_gr105,9/30/2025,Barge Grain Movements (WA_GR105)
3371,ams_3371,9/27/2025,"Clay County Livestock Auction Feeder and Replacement Cattle Special - Lineville, A"
2137,ams_2137,9/26/2025,"Fauquier Livestock Exchange Feeder Cattle Board Sale - Marshall, VA"
2216,ams_2216,9/15/2025,"West Kentucky Auction Barn Graded Sheep/Goat Sale - Mayfield, KY"
2240,ams_2240,9/13/2025,West Virginia Weekly Auction Summary
1923,ams_1923,9/19/2025,"Middleburg Feeder Cattle Sale - Middleburg, PA"
2413,ya_fv120,9/18/2025,YAKIMA Shipping Point Vegetables Prices (YA_FV120)
1887,ams_1887,9/18/2025,"Weston Livestock Marketing Special Graded Sale - Weston, WV"
2918,lsbmworganicgf,9/17/2025,Midwest Regional Organic Grain and Feedstuffs Report (LSBMWORGANICGF)
2919,lsbnof,9/17/2025,National Organic Grain and Feedstuffs (LSBNOF)
2896,ams_2896,9/16/2025,"Bluegrass Stockyards Livestock Video/Internet Auction ? Lexington, KY"
3622,ams_3622,9/15/2025,"Farmers Livestock Exchange Graded Sheep and Goat Sale - Winchester, VA"
1888,ams_1888,9/12/2025,"Pocahontas Producers Co-Op Association Special Graded Sale - Marlington, WV"
3065,wa_gr164,9/15/2025,"Corn, Sorghum, Soybean & Sunflower Inspected and/or Weighed for Export by Region &"
3066,wa_gr165,9/15/2025,"Corn, Sorghum, Soybean & Sunflower Inspected and/or Weighed for Export Region by C"
1983,ams_1983,9/13/2025,"Empire Livestock Feeder and Replacement Video/Board Sale - Bath, NY"
1924,ams_1924,9/12/2025,"Vintage Feeder Cattle Sale - Paradise, PA"
2131,ams_2131,9/12/2025,"Toppenish Dairy Replacement Auction - Toppenish, WA (Monthly)"
3025,mp_cn207,9/12/2025,"Weekly Cotton Market Review, selected spot & landed mill quotations, differences "
3000,cnaacps,9/10/2025,"Cotton Price Statistics, Annual (CNAACPS)"
1866,ams_1866,9/10/2025,"South Branch Valley Livestock Exchange Board Sale - Moorefield, WV"
3163,ra_fv001,9/10/2025,"North Carolina Farmers Market - Raleigh, NC (RA_FV001)"
2792,ca_fv175,9/8/2025,Columbia Fruit and Vegetable Shipments (Movement) by Package Report (CA_FV175)
3909,ams_3909,9/8/2025,"Cattle Drive Video Market- Sheep & Lamb Video Auction- Salina, UT"
1922,ams_1922,9/5/2025,"Greencastle Monthly Feeder Cattle Sale - Greencastle, PA"
3678,ams_3678,8/29/2025,"Alabama Herd Builder Replacement Female Sale - Uniontown, AL"
1615,cnaocms,1/1/2025,Annual Organic Cotton Market Report
2938,ams_2938,8/27/2025,Huss and Lexington Livestock Video/Internet Auction
3686,ams_3686,8/26/2025,"Low Country Livestock Exchange Video Auction - Darlington, SC"
2473,ams_2473,8/22/2025,Monthly Direct Slaughter Cattle Committed & Delivered Report (PDF) (LM_CT143)
3507,ams_3507,8/22/2025,IA-MN Monthly Direct Slaughter Cattle - Formulated Base and Forward Contract Base
3506,ams_3506,8/22/2025,Colorado Monthly Direct Slaughter Cattle - Formulated Base and Forward Contract Base
3505,ams_3505,8/22/2025,Nebraska Monthly Direct Slaughter Cattle - Formulated Base and Forward Contract Base
3504,ams_3504,8/22/2025,Kansas Monthly Direct Slaughter Cattle - Formulated Base and Forward Contract Base
3503,ams_3503,8/22/2025,TX-OK-NM Monthly Direct Slaughter Cattle - Formulated Base and Forward Contract Ba
2691,ams_2691,8/22/2025,"5 Area Monthly Direct Slaughter Cattle - Formula, Grid, and Contract Purchases (PD"
2695,ams_2695,8/22/2025,"CO Monthly Direct Slaughter Cattle - Formula, Grid, and Contract Purchases (PDF) ("
2685,ams_2685,8/22/2025,5 Area Monthly Weighted Average Direct Slaughter - Negotiated (PDF) (LM_CT180)
2694,ams_2694,8/22/2025,"NE Monthly Direct Slaughter Cattle - Formula, Grid, and Contract Purchases (PDF) ("
2688,ams_2688,8/22/2025,Nebraska Monthly Weighted Average Cattle Report - Negotiated Purchases (PDF) (LM_C
2693,ams_2693,8/22/2025,"KS Monthly Direct Slaughter Cattle - Formula, Grid, and Contract Purchases (PDF) ("
2687,ams_2687,8/22/2025,Kansas Monthly Weighted Average Cattle Report - Negotiated Purchases (PDF) (LM_CT1
2696,ams_2696,8/22/2025,"IA-MN Monthly Direct Slaughter Cattle - Formula, Grid, and Contract Purchases (PDF"
2686,ams_2686,8/22/2025,Texas/Oklahoma Monthly Weighted Average Cattle Report - Negotiated Purchases (PDF)
2692,ams_2692,8/22/2025,"TX-OK-NM Monthly Direct Slaughter Cattle - Formula, Grid, and Contract Purchases"
2690,ams_2690,8/22/2025,Iowa/Minnesota Monthly Weighted Average Cattle Report - Negotiated Purchases (PDF)
1990,ams_1990,8/21/2025,Alabama Association Board Sales (Seasonal)
2181,ams_2181,8/18/2025,"Wythe County Graded Feeder Cattle Sale - Wytheville, VA"
2149,ams_2149,8/18/2025,"Wythe County Feeder Cattle Board Sale - Wytheville, VA"
3453,ams_3453,8/18/2025,"Northern Livestock Sheep Video/Internet Auction - Billings, MT"
2222,ams_2222,8/14/2025,"Kentuckiana Livestock Market - Special Graded Feeder Cattle Sale - Owensboro, KY"
2033,ams_2033,8/13/2025,"Sand Mountain Stockyards Inc. Feeder Cattle Board Sale - Kilpatrick, AL"
2077,ams_2077,8/11/2025,"Hardin County Stockyard Graded Feeder Cattle Sale - Savannah, TN"
3170,on_fv170,8/10/2025,"ONLEY, VA TRUCK AIR, AND BOAT Daily Movement Report"
3615,ams_3615,8/9/2025,"WNC Regional Livestock Center Sheep and Goat Auction - Canton, NC"
3019,mp_cn301,8/5/2025,(MP_CN301) Monthly Base Quality Price Data
2005,ams_2005,8/2/2025,Alabama Weekly Goat Auction Summary
3021,mp_cn028,7/31/2025,(MP_CN028) San Joaquin Valley Base Prices and Transactions
3017,mp_cn051,7/31/2025,(MP_CN051) ICE FUTURES US - CONTRACT NO. 2 Premiums And Discounts - Tenderable
3015,mp_cn027,7/31/2025,(MP_CN027) Desert Southwest Base Prices and Transactions
3027,mp_cn026,7/31/2025,(MP_CN026) West Texas Base Prices and Transactions
3018,mp_cn020,7/31/2025,(MP_CN020) Cotton Futures Closing Prices
3022,mp_cn024,7/31/2025,(MP_CN024) South Delta Base Prices and Transactions
3020,mp_cn023,7/31/2025,(MP_CN023) North Delta Base Prices and Transactions
3016,mp_cn025,7/31/2025,(MP_CN025) East Texas-Oklahoma Base Prices and Transactions
3023,mp_cn022,7/31/2025,(MP_CN022) Southeast Base Prices and Transactions
2999,mp_cn021,7/31/2025,(MP_CN021) Base Prices by Growth Areas
3007,mp_cn011,7/31/2025,"(MP_CN011) Daily Spot Quotations, Pg 11 (Pima, Desert Southwest and San Joaquin Va"
3014,mp_cn008,7/31/2025,"(MP_CN008) Daily Spot Quotations, Pg 9 (Upland, Desert Southwest differences)"
3006,mp_cn009,7/31/2025,"(MP_CN009) Daily Spot Quotations, Pg 10 (Upland, San Joaquin Valley differences)"
3008,mp_cn010,7/31/2025,"(MP_CN010) Daily Spot Quotations, Pg 12, 13 (Upland, U.S. seven-market average dif"
3013,mp_cn007,7/31/2025,"(MP_CN007) Daily Spot Quotations, Pg 7, 8 (Upland, W. Texas differences)"
3012,mp_cn006,7/31/2025,"(MP_CN006) Daily Spot Quotations, Pg 5, 6 (Upland, E. Texas-OK differences)"
3009,mp_cn003,7/31/2025,"(MP_CN003) Daily Spot Quotations, Pg 2 (Upland, SE differences)"
3010,mp_cn004,7/31/2025,"(MP_CN004) Daily Spot Quotations, Pg 3 (Upland, N. Delta differences)"
3011,mp_cn005,7/31/2025,"(MP_CN005) Daily Spot Quotations, Pg 4 (Upland, S. Delta differences)"
3005,mp_cn002,7/31/2025,"(MP_CN002) Daily Spot Quotations, Pg 1 (front page)"
3004,mp_cn001,7/31/2025,"(MP_CN001) Daily Spot Quotations, excerpts"
1869,ams_1869,7/25/2025,"Weston Livestock Marketing Board Sale - Weston, WV"
2040,ams_2040,7/29/2025,"Cullman Stockyard Goat Auction - Cullman, AL"
2398,on_fv130,7/29/2025,Onley Shipping Point Onions and Potatoes Prices (ON_FV130)
3325,fvdgrape,7/25/2025,Western Fruit Report Table Grape Supplement (FVDGRAPE)
3133,us_fv140,7/24/2025,"Shipping Point Pecan Report - Austin, TX (US_FV140)"
2722,fvwtvpcn,7/24/2025,Pecan Report (FVWTVPCN)
3135,ix_fv140,7/24/2025,"Shipping Point Pecan Report - Phoenix, AZ (IX_FV140)"
3134,ko_fv140,7/24/2025,"Shipping Point Pecan Report - Oklahoma City, OK (KO_FV140)"
2720,bo_fv140,7/24/2025,"Shipping Point Pecan Report - Baton Rouge, LA (BO_FV140)"
2721,tv_fv140,7/24/2025,"Shipping Point Pecan Report - Thomasville, GA (TV_FV140)"
3055,lswvtwinterfm,7/24/2025,Vermont Winter Farmers Market Report (LSWVTWINTERFM)
3509,ams_3509,7/23/2025,"Hardin County Stockyard Video Auction - Savannah, TN"
3627,ams_3627,7/19/2025,"Livestock Exchange Monthly Hay Auction (3rd Sat) - Brush, CO"
3079,wa_gr162,7/21/2025,"Semi-Annual Wheat Insp/Wtd for Export by Region, and Port Area (WA_GR162)"
3078,wa_gr163,7/21/2025,"Semi-Annual Wheat Insp/Wtd for Export by Region, and COD (Jan-Jun) (WA_GR163)"
3076,wa_gr161,7/21/2025,"Semi-Annual Wheat Insp/Wtd for Export by Class, Region, and COD (Jan-Jun) "
3077,wa_gr160,7/21/2025,"Semi-Annual Wheat Insp/Wtd for Export by Class, Region, and Port Area (Jan-Jun) "
3125,ng_fv170,7/20/2025,"NOGALES, AZ TRUCK AIR, AND BOAT Daily Movement Report"
2702,ams_2702,7/18/2026,National Weekly Pork Report FOB Plant - Specialty (PDF) (LSWLM_PK650)
3694,ams_3694,7/12/2025,"Producers Monthly Hay Auction - Greeley, CO"
1683,ams_1683,7/15/2025,"Subasta de Ganado Santa Teresa - Santa Teresa, NM"
1290,ams_1290,7/15/2025,"Santa Teresa Livestock Auction - Santa Teresa, NM"
3486,ams_3486,7/10/2025,Mexico to United States Feeder Cattle Import Summary
3674,ams_3674,7/10/2025,Mexico to United States Feeder Cattle Import Summary (Spanish)
3485,ams_3485,7/8/2025,"WNC Livestock Exchange Video Auction - Canton, NC"
1658,cnaacq,6/26/2025,Annual Cotton Quality Report
3282,wa_fv568,6/26/2025,NATIONAL RAIL Daily Movement Report
2404,ra_fv110,6/24/2025,Raleigh Shipping Point Fruit Prices (RA_FV110)
2261,ams_2261,6/17/2025,Test Report 2261
2937,ams_2937,6/13/2025,"Burwell Livestock Market Video Auction - Burwell, NE"
3362,ams_3362,6/12/2025,Measures of Growth
2135,ams_2135,6/7/2025,"Dunlap Livestock Feeder Cattle Special - Dunlap, IA"
3075,wa_gr159,6/9/2025,"Rye, Oats, Barley and Flaxseed  Inspected and/or Weighed for Export by Country"
3072,wa_gr158,6/9/2025,"Rye, Oats, Barley & Flaxseed Inspected and/or Weighed for Export by Port Area "
3080,wa_gr157,6/9/2025,"Wheat Insp/Wtd for Export by Class, Region, and COD (Jun-May) (WA_GR157)"
3081,wa_gr156,6/9/2025,"Wheat Inspected and/or Weighed for Export by Class, Region and Port Area (Jun-May)"
1967,ams_1967,6/5/2025,"White River Valley Feeder Cattle  Association Auction- Worthington, IN"
1965,ams_1965,6/5/2025,"United Producers Inc. Livestock Auction - Vincennes, IN"
1969,ams_1969,6/5/2025,"Stoney Pike Livestock Auction - Logansport, IN"
1966,ams_1966,6/5/2025,"Indianapolis Stockyards - Rockville, IN"
3679,ams_3679,5/31/2025,"Centennial Monthly Hay Auction - Fort Collins, CO"
2647,lm_xb864,6/2/2025,National Boxed Beef Weekly Item Summary (CSV) (LM_XB864)
2726,nw_py019,5/30/2025,Broiler/Fryer: Daily Estimated Slaughter of Broiler/Fryers (NW_PY019)
2727,nw_py016,5/28/2025,Misc. Poultry: Weekly Estimated Slaughter of US Broiler/Fryers and Fowl (Wed)
2766,br_fv195,5/21/2025,Michigan Apple Processing Report (BR_FV195)
3369,ams_3369,5/17/2025,"Show-Me-Select Special - Vienna, MO"
2008,ams_2008,5/10/2025,"Northwest Alabama Livestock Sheep and Goat Sale - Russellville, AL"
2523,ams_2523,5/9/2025,National Daily Base Lean Hog Carcass Slaughter Cost (PDF) (LM_HG213)
2486,ams_2486,5/5/2025,Colorado Weekly Weighted Average Cattle Report - Negotiated Purchases (PDF) 
1684,ams_1684,5/1/2025,"McGrew Livestock Auction  - Glenwood, AR"
1896,ams_1896,4/29/2025,"Winter Livestock Stock Cow and Pair Special - La Junta, CO"
2323,sx_fv020,5/1/2025,San Francisco Terminal Market Vegetables Prices (SX_FV020)
2324,sx_fv030,5/1/2025,San Francisco Terminal Market Onions and Potatoes Prices (SX_FV030)
2325,sx_fv040,5/1/2025,San Francisco Terminal Market Nuts Prices (SX_FV040)
2322,sx_fv010,5/1/2025,San Francisco Terminal Market Fruit Prices (SX_FV010)
2669,ams_2669,5/1/2025,CO Daily Direct Slaughter Cattle - Negotiated Purchases - Afternoon (PDF) 
2670,ams_2670,5/1/2025,CO Daily Direct Slaughter Cattle - Negotiated Purchases - Summary (PDF) (LM_CT134)
3203,lsddirectfsc,4/30/2025,Central U.S. Daily Direct Feedlot Slaughter Cattle (lsddirectfsc)
3870,ams_3870,4/25/2025,"Dakota Hay Auction - Corsica, SD (Seasonal - Friday)"
2163,ams_2163,4/17/2025,"Appanoose County Livestock Feeder Cattle - Centerville, IA"
2689,ams_2689,4/11/2025,Colorado Monthly Weighted Average Cattle Report - Negotiated Purchases (PDF)
2234,ams_2234,4/7/2025,"84 Livestock Auction - Eighty Four, PA"
1943,ams_1943,4/2/2025,"Moultrie Livestock - Moultrie, GA"
3240,lswwysum,3/24/2025,Wyoming Weekly Summary (LSWWYSUM)
3491,ams_3491,7/27/2024,"Winter Livestock Anniversary Feeder Cattle Special - Dodge City, KS"
3412,ams_3412,3/21/2025,"Crawford Livestock Video Auction - Crawford, NE"
2753,ams_2753,3/20/2025,Misc. Poultry: Weekly Graystone Small Animal Sale (Thurs) (AJ_PY049)
3204,wa_ls716,3/21/2025,Estimated Calf Slaughter by Type Under Federal Inspection (WA_LS716)
3234,tv_ls100,3/21/2025,AP Southeast Farm Summary (TV_LS100)
2873,lswveal,3/20/2025,National Veal Market Summary  (LSWVEAL)
2908,lsmcolambfih,3/19/2025,Monthly Feeder Lamb Inventory - Historical (LSMCOLAMBFIH)
2909,lsmcolambfi,3/19/2025,Monthly Feeder Lamb Inventory Summary (LSMCOLAMBFI)
3651,ams_3651,2/28/2025,Monthly Miscellaneous Poultry Report
2754,ams_2754,3/19/2025,"Misc. Poultry: Weekly Hackettstown, NJ Poultry Auction (Wed) (AJ_PY005)"
2758,pytbroilerfryer,3/19/2025,Broiler Fryer: USDA Broiler Market News Report (PYTBROILERFRYER)
2877,pytturkey,3/19/2025,Turkey: USDA Turkey Market News Report (PYTTURKEY)
2860,pyachristmas,3/19/2025,Shell Eggs: Graph of Christmas Season Shell Egg Inventory (PDF) (PYACHRISTMAS)
2861,pyaeaster,3/19/2025,Shell Eggs: Graph of Easter Season Shell Egg Inventory (PDF) (PYAEASTER)
2862,pyathanksgiving,3/19/2025,Shell Eggs: Graph of Thanksgiving Season Shell Egg Inventory (PDF) (PYATHANKSGIVIN
2876,pybshellegg,3/19/2025,Shell Eggs: USDA Egg Market News Report (PYBSHELLEGG)
2804,ams_2804,2/28/2025,National Biomass Report (Weekly) (NW_GR310)
1897,ams_1897,3/15/2025,"La Junta Livestock Stock Cow and Pair Special - La Junta, CO"
1921,ams_1921,2/25/2025,"Dewart Livestock Auction - Dewart, PA"
1915,ams_1915,2/25/2025,"Vintage Livestock Auction (Tuesday) - Paradise, PA"
3068,wa_gr154,3/10/2025,"Corn, Sorghum, Soybeans & Sunflower Inspected and/or Weighed for Export (Sep-Feb)"
3067,wa_gr155,3/10/2025,"Corn, Sorghum, Soybeans & Sunflower Insp/Wtd for Export by Region and COD (Sep-Feb"
1904,ams_1904,3/6/2025,"Centennial Livestock Auction Feeder Cattle Sale (Thursday) - Fort Collins, CO"
2643,lm_xb463,3/3/2025,National Comprehensive Boxed Beef Cutout - all Fed Steer/Heifer Sales (TXT) 
2646,lm_xb863,3/3/2025,National Comprehensive Boxed Beef Cutout - all Fed Steer/Heifer Sales  (CSV)
2814,lsmiafts,2/28/2025,Iowa Farm to School Local Purchase Report (LSMIAFTS)
2949,lsmnefts,2/28/2025,Nebraska Farm to School Local Purchase Report (LSMNEFTS)
1786,ams_1786,11/26/2024,"Green City Livestock Auction Thanksgiving Special - Green City, MO"
1780,ams_1780,2/20/2025,"Clovis Livestock Auction Slaughter/Replacement Cattle Special - Clovis, NM"
3238,to_ls150,2/21/2025,"Wyoming, West Nebraska and SW Dakota Grazing Fee Report (TO_LS150)"
2767,br_fv175,2/12/2025,Benton Harbor Fruit and Vegetable Shipments (Movement) by Package Report 
1975,ams_1975,2/11/2025,"Cambridge Livestock Auction - Cambridge, NY"
2915,lsaba,2/11/2025,Dry Edible Bean Market News Summary (Annual) (LSABA)
3789,ams_3789,2/5/2025,Hoskings Livestock Auction - Special
2733,aj_py027,1/31/2025,Shell Eggs: Daily National Egg Market-at-a-Glance (AJ_PY027)
2841,nw_py041,1/31/2025,Processed Eggs: Daily Central States Breaking Stock (NW_PY041)
2732,aj_py034,1/31/2025,Shell Eggs: Daily 5-Day Weighted Average Trailer Load Egg Sales (AJ_PY034)
2737,aj_py029,1/31/2025,Shell Eggs: Daily Weighted Average Trailer Load Egg Sales (AJ_PY029)
2736,aj_py008,1/30/2025,Shell Eggs: Daily Southeast Regional Eggs (AJ_PY008)
2735,aj_py006,1/30/2025,Shell Eggs: Daily Northeast Regional Eggs (AJ_PY006)
2845,nw_py018,1/30/2025,Shell Eggs: Daily Midwest Regional Eggs (NW_PY018)
2846,nw_py005,1/30/2025,Shell Eggs: Daily South Central Regional Eggs (NW_PY005)
2730,aj_py043,1/28/2025,Processed Eggs: Weekly Eastern Region Breaking Stock (Tue/Fri) (AJ_PY043)
2492,ams_2492,1/13/2025,Kansas Annual Weighted Average Direct Slaughter Cattle Report - Negotiated Purchase
2495,ams_2495,1/13/2025,Iowa/Minnesota Annual Weighted Average Direct Slaughter Cattle Report - Negotiated
2493,ams_2493,1/13/2025,Nebraska Annual Weighted Average Direct Slaughter Cattle Report - Negotiated Purchase
2494,ams_2494,1/13/2025,Colorado Annual Weighted Average Direct Slaughter Cattle Report - Negotiated Purchase
2491,ams_2491,1/13/2025,Texas/Oklahoma Annual Weighted Average Direct Slaughter Cattle Report - Negotiated
1864,ams_1864,1/11/2025,"Jackson County Regional Livestock Market Board Sale - Ripley, WV"
1920,ams_1920,1/9/2025,"Greencastle Livestock Auction (Thursday) - Greencastle, PA"
2895,ams_2895,1/9/2025,"Farmers Region Livestock Video/Internet Auction ? Glasgow, KY"
2731,aj_py036,1/3/2025,Shell Eggs: Annual Weighted Trailer Load Egg Sales (AJ_PY036)
2738,aj_py035,1/3/2025,Shell Eggs: Monthly Weighted Average Trailer Load Egg Sales (AJ_PY035)
3770,cf_fv003,1/2/2025,Los Angeles Region Specialty Crops - Farmers Market Summary
3769,cf_fv001,1/2/2025,San Francisco Bay Area Region Specialty Crops - Farmers Market Summary
3767,cf_fv002,1/2/2025,Central Coast/Central Valley Region Specialty Crops - Farmers Market Summary
3768,cf_fv004,1/2/2025,Norcal Region Specialty Crops - Farmers Market Summary
2817,nw_ls903,12/30/2024,National Steer and Heifer Estimated Grading Percent Report (CSV) (NW_LS903)
2816,nw_ls196,12/30/2024,National Steer & Heifer Estimated Grading Percent (NW_LS196)
3787,cf_da004,12/9/2024,Northern California Dairy - Farmers Market Summary
3786,cf_da001,12/9/2024,San Francisco Bay Area California Dairy - Farmers Market Summary
2773,bh_fv280,12/17/2024,Boston ORNAMENTAL Daily Movement Report
3783,nf_fv001,12/18/2024,New York State Farmers Market Summary
1945,ams_1945,11/4/2024,"Sumter County Stockyard - Americus, GA"
3264,fvddaily_move,12/13/2024,DAILY MOVEMENT REPORT - All Fruits and Vegetables
2718,aj_fv170,12/12/2024,"Atlanta, GA TRUCK, AIR, AND BOAT Daily Movement Report"
2774,bh_fv170,12/12/2024,"BOSTON, MA TRUCK AIR, AND BOAT Daily Movement Report"
2780,hx_fv170,12/12/2024,"CHICAGO, IL TRUCK AIR, AND BOAT Daily Movement Report"
2799,da_fv170,12/12/2024,"Dallas, TX TRUCK AIR, AND BOAT Daily Movement Report"
3114,na_fv170,12/12/2024,"Philadelphia, PA TRUCK AIR, AND BOAT Daily Movement Report"
3520,sx_fv170,12/12/2024,"SAN FRANCISCO, CA TRUCK AIR, AND BOAT Daily Movement Report"
3181,ar_fv170,12/12/2024,"SEATTLE, WA TRUCK AIR, AND BOAT Daily Movement Report"
3285,wa_fv171,12/13/2024,National Truck Shipments by Weight (WA_FV171)
3128,ix_fv175,12/13/2024,Phoenix Fruit and Vegetable Shipments (Movement) by Package Report (IX_FV175)
3126,ng_fv175,12/13/2024,Nogales Fruit and Vegetable Shipments (Movement) by Package Report (NG_FV175)
2900,fr_fv175,12/13/2024,Fresno Fruit and Vegetable Shipments (Movement) by Package Report (FR_FV175)
3120,el_fv175,12/13/2024,El Centro Fruit and Vegetable Shipments (Movement) by Package Report (EL_FV175)
3176,sx_fv180,12/13/2024,San Francisco California Specialty Crops Shipments (Movement) Report (SX_FV180)
3175,sx_fv175,12/13/2024,San Francisco  Fruit and Vegetable Shipments (Movement) by Package Report
3115,na_fv175,12/13/2024,"Truck Shipments (Movement) in Packages - Philadelphia, PA (NA_FV175)"
2800,da_fv175,12/13/2024,"Truck Shipments (Movement) in Packages - Dallas, TX (DA_FV175)"
3106,or_fv175,12/13/2024,Orlando Fruit and Vegetable Shipments (Movement) by Package Report (OR_FV175)
2781,hx_fv175,12/13/2024,"Truck Shipments (Movement) in Packages - Chicago, IL (HX_FV175)"
3121,mc_fv175,12/13/2024,McAllen Fruit and Vegetable Shipments (Movement) by Package Report (MC_FV175)
2924,if_fv175,12/13/2024,Idaho Falls Fruit and Vegetable Shipments (Movement) by Package Report (IF_FV175)
2775,bh_fv175,12/13/2024,"Truck Shipments (Movement) in Packages - Boston, MA (BH_FV175)"
3182,ar_fv175,12/13/2024,Seattle Washington Specialty Crops Shipments (Movement) Report (AR_FV175)
3032,mh_fv180,12/13/2024,Miami Florida Specialty Crops Shipments (Movement) Report (MH_FV180)
2719,aj_fv175,12/13/2024,"Truck Shipments (Movement) in Packages - Atlanta, GA (AJ_FV175)"
3033,mh_fv185,12/13/2024,Miami Fruit and Vegetable Shipments (Movement) by Package Report (MH_FV185)
2716,tv_fv175,12/13/2024,Thomasville Fruit and Vegetable Shipments (Movement) by Package Report (TV_FV175)
3164,ra_fv175,12/13/2024,Raleigh Fruit and Vegetable Shipments (Movement) by Package Report (RA_FV175)
3331,ya_fv175,12/13/2024,Yakima Fruit and Vegetable Shipments (Movement) by Package Report (YA_FV175)
2761,mb_fv175,12/9/2024,Inwood Fruit and Vegetable Shipments (Movement) by Package Report (MB_FV175)
3656,ams_3656,12/5/2024,"Elite Livestock Sales Video Auction ? Montgomery, AL"
2779,hx_fv280,11/28/2024,Chicago ORNAMENTAL Daily Movement Report
2798,da_fv280,11/28/2024,Dallas ORNAMENTAL Daily Movement Report
3122,mc_fv280,11/28/2024,MCALLEN ORNAMENTAL Daily Movement Report
3124,mh_fv280,11/28/2024,MIAMI ORNAMENTAL Daily Movement Report
3129,sx_fv280,11/28/2024,SAN FRANCISCO ORNAMENTAL Daily Movement Report
3180,ar_fv280,11/28/2024,Seattle ORNAMENTAL Daily Movement Report
3174,sx_fv282,11/29/2024,"Ornamental Shipment Report - Imports - Los Angeles/San Francisco, CA (SX_FV282)"
2102,ams_2102,8/20/2024,"Winter Livestock Auction (Seasonal) - Riverton, WY"
2715,aj_fv280,11/25/2024,Atlanta ORNAMENTAL Daily Movement Report
3323,wa_fv281,11/26/2024,Weekly Summary for Ornamentals (WA_FV281)
3873,ams_3873,11/23/2024,Dickson Regional Livestock West Replacement Cattle Sale (Seasonal) - Huntingdon
3799,cf_da002,9/23/2024,Central Coast/Central Valley Region Dairy - Farmers Market Summary
3320,wa_fv463,11/13/2024,"Watermelon, Seedless Weekly Shipment Report (WA_FV463)"
3319,wa_fv464,11/13/2024,"Watermelon, Seeded Weekly Shipment Report (WA_FV464)"
3803,ia_fv001,7/22/2023,"Des Moines, IA ? Farmers Market Summary"
1611,ams_1611,11/4/2024,Farmers Market
3801,ams_3801,11/2/2024,"Gordon Livestock Auction - Feeder Cattle Special (Seasonal) - Gordon, NE"
1871,ams_1871,10/26/2024,"Friends Livestock Auction - Accident, MD"
