Commodity_Desc,Commodity_Desc2,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"All wheat","Food exports","1,000 grain-equivalent bushels","2017/18","Jul",1794.86046870874
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2017/18","Jul",2958.68104041138
"All wheat","Nonmilled food use","1,000 bushels","2017/18","Jul",2000
"All wheat","Food use","1,000 bushels","2017/18","Jul",77683.4539562913
"All wheat","Wheat ground for flour","1,000 bushels","2017/18","Jul",74519.6333845886
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2017/18","Jul",1500.10904527622
"Durum","Durum food exports","1,000 grain-equivalent bushels","2017/18","Jul",326.847667018317
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2017/18","Jul",4895.96149535329
"Durum","Durum food use","1,000 bushels","2017/18","Jul",6069.22287361119
"All wheat","Food exports","1,000 grain-equivalent bushels","2017/18","Jun",1848.53880014225
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2017/18","Jun",3230.76387166708
"All wheat","Nonmilled food use","1,000 bushels","2017/18","Jun",2000
"All wheat","Food use","1,000 bushels","2017/18","Jun",76565.6835552728
"All wheat","Wheat ground for flour","1,000 bushels","2017/18","Jun",73183.4584837479
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2017/18","Jun",1590.38069510808
"Durum","Durum food exports","1,000 grain-equivalent bushels","2017/18","Jun",351.368062156625
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2017/18","Jun",5138.19672182946
"Durum","Durum food use","1,000 bushels","2017/18","Jun",6377.20935478091
"All wheat","Food exports","1,000 grain-equivalent bushels","2017/18","Mar",1604.98316208605
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2017/18","Mar",3192.57497762844
"All wheat","Nonmilled food use","1,000 bushels","2017/18","Mar",2000
"All wheat","Food use","1,000 bushels","2017/18","Mar",82113.4410648552
"All wheat","Wheat ground for flour","1,000 bushels","2017/18","Mar",78525.8492493128
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2017/18","Mar",1503.39891870175
"Durum","Durum food exports","1,000 grain-equivalent bushels","2017/18","Mar",505.95770755199
"Durum","Durum food use","1,000 bushels","2017/18","Mar",6762.37660326678
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2017/18","Mar",5764.93539211703
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2017/18","May",3083.59065382344
"All wheat","Food exports","1,000 grain-equivalent bushels","2017/18","May",1768.36594787966
"All wheat","Nonmilled food use","1,000 bushels","2017/18","May",2000
"All wheat","Food use","1,000 bushels","2017/18","May",80536.3711990176
"All wheat","Wheat ground for flour","1,000 bushels","2017/18","May",77221.1464930738
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2017/18","May",1580.87339747517
"Durum","Durum food exports","1,000 grain-equivalent bushels","2017/18","May",497.607558885122
"Durum","Durum food use","1,000 bushels","2017/18","May",6531.46998567327
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2017/18","May",5448.20414708322
"All wheat","Food use","1,000 bushels","2017/18","MY Jun-May",964124.911519239
"Durum","Durum food use","1,000 bushels","2017/18","MY Jun-May",79483.8114735522
"All wheat","Food exports","1,000 grain-equivalent bushels","2017/18","Nov",1303.24353455468
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2017/18","Nov",3210.41283763721
"All wheat","Nonmilled food use","1,000 bushels","2017/18","Nov",2000
"All wheat","Food use","1,000 bushels","2017/18","Nov",82704.7728250475
"All wheat","Wheat ground for flour","1,000 bushels","2017/18","Nov",78797.6035219649
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2017/18","Nov",1577.3312826152
"Durum","Durum food exports","1,000 grain-equivalent bushels","2017/18","Nov",519.130395472896
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2017/18","Nov",5816.54136632829
"Durum","Durum food use","1,000 bushels","2017/18","Nov",6874.74225347059
"All wheat","Food exports","1,000 grain-equivalent bushels","2017/18","Oct",1171.06392348035
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2017/18","Oct",3233.85102058309
"All wheat","Nonmilled food use","1,000 bushels","2017/18","Oct",2000
"All wheat","Food use","1,000 bushels","2017/18","Oct",86387.6132981415
"All wheat","Wheat ground for flour","1,000 bushels","2017/18","Oct",82324.8262010387
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2017/18","Oct",1584.79886325207
"Durum","Durum food exports","1,000 grain-equivalent bushels","2017/18","Oct",538.644344442087
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2017/18","Oct",6249.76088183396
"Durum","Durum food use","1,000 bushels","2017/18","Oct",7295.91540064395
"All wheat","Food use","1,000 bushels","2017/18","Q1 Jun-Aug",238750.569010965
"Durum","Durum food use","1,000 bushels","2017/18","Q1 Jun-Aug",19293.5681408907
"All wheat","Food use","1,000 bushels","2017/18","Q2 Sep-Nov",250551.395971166
"Durum","Durum food use","1,000 bushels","2017/18","Q2 Sep-Nov",20617.9700608875
"All wheat","Food use","1,000 bushels","2017/18","Q3 Dec-Feb",232853.661002923
"Durum","Durum food use","1,000 bushels","2017/18","Q3 Dec-Feb",19791.8014347133
"All wheat","Food use","1,000 bushels","2017/18","Q4 Mar-May",241969.285534185
"Durum","Durum food use","1,000 bushels","2017/18","Q4 Mar-May",19780.4718370607
"All wheat","Nonmilled food use","1,000 bushels","2017/18","Sep",2000
"All wheat","Food exports","1,000 grain-equivalent bushels","2017/18","Sep",1472.1201298527
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2017/18","Sep",2616.256909589
"All wheat","Food use","1,000 bushels","2017/18","Sep",81459.009847977
"All wheat","Wheat ground for flour","1,000 bushels","2017/18","Sep",78314.8730682407
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2017/18","Sep",1295.42089813816
"Durum","Durum food exports","1,000 grain-equivalent bushels","2017/18","Sep",414.133803091741
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2017/18","Sep",5566.02531172652
"Durum","Durum food use","1,000 bushels","2017/18","Sep",6447.31240677294
"All wheat","Food exports","1,000 grain-equivalent bushels","2018/19","Apr",1551.77945842596
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2018/19","Apr",2989.64595867104
"All wheat","Nonmilled food use","1,000 bushels","2018/19","Apr",2000
"All wheat","Food use","1,000 bushels","2018/19","Apr",78439.070117834
"All wheat","Wheat ground for flour","1,000 bushels","2018/19","Apr",75001.2036175889
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2018/19","Apr",1607.71012751929
"Durum","Durum food exports","1,000 grain-equivalent bushels","2018/19","Apr",400.805919686667
"Durum","Durum food use","1,000 bushels","2018/19","Apr",6541.18073534161
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2018/19","Apr",5334.27652750899
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2018/19","Aug",3098.52998296078
"All wheat","Food exports","1,000 grain-equivalent bushels","2018/19","Aug",1621.14776056138
"All wheat","Nonmilled food use","1,000 bushels","2018/19","Aug",2000
"All wheat","Food use","1,000 bushels","2018/19","Aug",84455.6920064212
"All wheat","Wheat ground for flour","1,000 bushels","2018/19","Aug",80978.3097840218
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2018/19","Aug",1570.50100364737
"Durum","Durum food exports","1,000 grain-equivalent bushels","2018/19","Aug",531.044846605815
"Durum","Durum food use","1,000 bushels","2018/19","Aug",6932.44268391775
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2018/19","Aug",5892.9865268762
"All wheat","Food exports","1,000 grain-equivalent bushels","2018/19","Dec",1693.06124284763
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2018/19","Dec",3187.14041650545
"All wheat","Nonmilled food use","1,000 bushels","2018/19","Dec",2000
"All wheat","Food use","1,000 bushels","2018/19","Dec",76380.0641065728
"All wheat","Wheat ground for flour","1,000 bushels","2018/19","Dec",72885.984932915
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2018/19","Dec",1735.71397420836
"Durum","Durum food exports","1,000 grain-equivalent bushels","2018/19","Dec",437.919978221612
"Durum","Durum food use","1,000 bushels","2018/19","Dec",6688.45407128268
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2018/19","Dec",5390.66007529593
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2018/19","Feb",2693.62044500197
"All wheat","Food exports","1,000 grain-equivalent bushels","2018/19","Feb",1663.92239937041
"All wheat","Nonmilled food use","1,000 bushels","2018/19","Feb",2000
"All wheat","Food use","1,000 bushels","2018/19","Feb",75806.9329767014
"All wheat","Wheat ground for flour","1,000 bushels","2018/19","Feb",72777.2349310698
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2018/19","Feb",1408.55589429527
"Durum","Durum food exports","1,000 grain-equivalent bushels","2018/19","Feb",425.39035649997
"Durum","Durum food use","1,000 bushels","2018/19","Feb",6516.32138722827
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2018/19","Feb",5533.15584943297
"All wheat","Food exports","1,000 grain-equivalent bushels","2018/19","Jan",1703.00851333997
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2018/19","Jan",3298.55756511466
"All wheat","Nonmilled food use","1,000 bushels","2018/19","Jan",2000
"All wheat","Food use","1,000 bushels","2018/19","Jan",76955.1066830807
"All wheat","Wheat ground for flour","1,000 bushels","2018/19","Jan",73359.557631306
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2018/19","Jan",1651.74425186639
"Durum","Durum food exports","1,000 grain-equivalent bushels","2018/19","Jan",465.091018021047
"Durum","Durum food use","1,000 bushels","2018/19","Jan",6575.4965717346
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2018/19","Jan",5388.84333788925
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2018/19","Jul",2964.00494149576
"All wheat","Food exports","1,000 grain-equivalent bushels","2018/19","Jul",1368.81967112122
"All wheat","Nonmilled food use","1,000 bushels","2018/19","Jul",2000
"All wheat","Food use","1,000 bushels","2018/19","Jul",77688.2724072468
"All wheat","Wheat ground for flour","1,000 bushels","2018/19","Jul",74093.0871368723
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2018/19","Jul",1446.42174129573
"Durum","Durum food exports","1,000 grain-equivalent bushels","2018/19","Jul",440.526998112879
"Durum","Durum food use","1,000 bushels","2018/19","Jul",6052.55707447693
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2018/19","Jul",5046.66233129407
"All wheat","Food exports","1,000 grain-equivalent bushels","2018/19","Jun",1701.69475254285
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2018/19","Jun",2918.31511582775
"All wheat","Nonmilled food use","1,000 bushels","2018/19","Jun",2000
"All wheat","Food use","1,000 bushels","2018/19","Jun",77097.7254865052
"All wheat","Wheat ground for flour","1,000 bushels","2018/19","Jun",73881.1051232203
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2018/19","Jun",1491.01524523241
"Durum","Durum food exports","1,000 grain-equivalent bushels","2018/19","Jun",381.629824808307
"Durum","Durum food use","1,000 bushels","2018/19","Jun",6170.49473753773
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2018/19","Jun",5061.10931711363
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2018/19","Mar",3299.16426735125
"All wheat","Food exports","1,000 grain-equivalent bushels","2018/19","Mar",1666.70937407804
"All wheat","Nonmilled food use","1,000 bushels","2018/19","Mar",2000
"All wheat","Food use","1,000 bushels","2018/19","Mar",80845.6623308974
"All wheat","Wheat ground for flour","1,000 bushels","2018/19","Mar",77213.2074376242
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2018/19","Mar",1779.27820415031
"Durum","Durum food exports","1,000 grain-equivalent bushels","2018/19","Mar",514.216483316556
"Durum","Durum food use","1,000 bushels","2018/19","Mar",6813.06253351153
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2018/19","Mar",5548.00081267777
"All wheat","Food exports","1,000 grain-equivalent bushels","2018/19","May",1506.40189760133
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2018/19","May",3052.79173988706
"All wheat","Nonmilled food use","1,000 bushels","2018/19","May",2000
"All wheat","Food use","1,000 bushels","2018/19","May",80232.2319755938
"All wheat","Wheat ground for flour","1,000 bushels","2018/19","May",76685.8421333081
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2018/19","May",1618.21500877492
"Durum","Durum food exports","1,000 grain-equivalent bushels","2018/19","May",385.203134849847
"Durum","Durum food use","1,000 bushels","2018/19","May",6771.11467419364
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2018/19","May",5538.10280026857
"All wheat","Food use","1,000 bushels","2018/19","MY Jun-May",954433.599090875
"Durum","Durum food use","1,000 bushels","2018/19","MY Jun-May",79919.503392705
"All wheat","Nonmilled food use","1,000 bushels","2018/19","Nov",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2018/19","Nov",3046.39136591299
"All wheat","Food exports","1,000 grain-equivalent bushels","2018/19","Nov",1640.74912233577
"All wheat","Food use","1,000 bushels","2018/19","Nov",81055.2327317472
"All wheat","Wheat ground for flour","1,000 bushels","2018/19","Nov",77649.59048817
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2018/19","Nov",1534.67783947978
"Durum","Durum food exports","1,000 grain-equivalent bushels","2018/19","Nov",461.879088737368
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2018/19","Nov",5855.60544645345
"Durum","Durum food use","1,000 bushels","2018/19","Nov",6928.40419719585
"All wheat","Nonmilled food use","1,000 bushels","2018/19","Oct",2000
"All wheat","Food exports","1,000 grain-equivalent bushels","2018/19","Oct",2054.18103036214
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2018/19","Oct",3356.68862310594
"All wheat","Food use","1,000 bushels","2018/19","Oct",84427.9321716589
"All wheat","Wheat ground for flour","1,000 bushels","2018/19","Oct",81125.4245789151
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2018/19","Oct",1642.79162968
"Durum","Durum food exports","1,000 grain-equivalent bushels","2018/19","Oct",512.274239921889
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2018/19","Oct",6291.73447825062
"Durum","Durum food use","1,000 bushels","2018/19","Oct",7422.25186800873
"All wheat","Food use","1,000 bushels","2018/19","Q1 Jun-Aug",239241.689900173
"Durum","Durum food use","1,000 bushels","2018/19","Q1 Jun-Aug",19155.4944959324
"All wheat","Food use","1,000 bushels","2018/19","Q2 Sep-Nov",246532.841000022
"Durum","Durum food use","1,000 bushels","2018/19","Q2 Sep-Nov",20858.3789234803
"All wheat","Food use","1,000 bushels","2018/19","Q3 Dec-Feb",229142.103766355
"Durum","Durum food use","1,000 bushels","2018/19","Q3 Dec-Feb",19780.2720302455
"All wheat","Food use","1,000 bushels","2018/19","Q4 Mar-May",239516.964424325
"Durum","Durum food use","1,000 bushels","2018/19","Q4 Mar-May",20125.3579430468
"All wheat","Nonmilled food use","1,000 bushels","2018/19","Sep",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2018/19","Sep",2616.18200577742
"All wheat","Food exports","1,000 grain-equivalent bushels","2018/19","Sep",1433.10898826729
"All wheat","Food use","1,000 bushels","2018/19","Sep",81049.6760966161
"All wheat","Wheat ground for flour","1,000 bushels","2018/19","Sep",77866.6030791059
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2018/19","Sep",1198.75273620019
"Durum","Durum food exports","1,000 grain-equivalent bushels","2018/19","Sep",428.381019754216
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2018/19","Sep",5737.35114182973
"Durum","Durum food use","1,000 bushels","2018/19","Sep",6507.7228582757
"All wheat","Nonmilled food use","1,000 bushels","2019/20","Apr",2000
"All wheat","Food exports","1,000 grain-equivalent bushels","2019/20","Apr",1834.59910100479
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2019/20","Apr",3804.32658048577
"All wheat","Food use","1,000 bushels","2019/20","Apr",77053.3775743218
"All wheat","Wheat ground for flour","1,000 bushels","2019/20","Apr",73083.6500948408
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2019/20","Apr",2319.33743382068
"Durum","Durum food exports","1,000 grain-equivalent bushels","2019/20","Apr",552.307854115284
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2019/20","Apr",6472.9349184407
"Durum","Durum food use","1,000 bushels","2019/20","Apr",8239.9644981461
"All wheat","Nonmilled food use","1,000 bushels","2019/20","Aug",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2019/20","Aug",3240.37510394371
"All wheat","Food exports","1,000 grain-equivalent bushels","2019/20","Aug",1721.44520873857
"All wheat","Food use","1,000 bushels","2019/20","Aug",84092.9356400456
"All wheat","Wheat ground for flour","1,000 bushels","2019/20","Aug",80574.0057448405
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2019/20","Aug",1745.85112102226
"Durum","Durum food exports","1,000 grain-equivalent bushels","2019/20","Aug",456.825468728817
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2019/20","Aug",5628.31980572549
"Durum","Durum food use","1,000 bushels","2019/20","Aug",6917.34545801894
"All wheat","Nonmilled food use","1,000 bushels","2019/20","Dec",2000
"All wheat","Food exports","1,000 grain-equivalent bushels","2019/20","Dec",1461.11811247963
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2019/20","Dec",3192.94516712326
"All wheat","Food use","1,000 bushels","2019/20","Dec",76859.1281799412
"All wheat","Wheat ground for flour","1,000 bushels","2019/20","Dec",73127.3011252976
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2019/20","Dec",1738.24615582264
"Durum","Durum food exports","1,000 grain-equivalent bushels","2019/20","Dec",475.480238117729
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2019/20","Dec",5543.42310742172
"Durum","Durum food use","1,000 bushels","2019/20","Dec",6806.18902512663
"All wheat","Nonmilled food use","1,000 bushels","2019/20","Feb",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2019/20","Feb",2889.6669007729
"All wheat","Food exports","1,000 grain-equivalent bushels","2019/20","Feb",1632.14234138436
"All wheat","Food use","1,000 bushels","2019/20","Feb",79182.4115586658
"All wheat","Wheat ground for flour","1,000 bushels","2019/20","Feb",75924.8869992773
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2019/20","Feb",1506.75814941193
"Durum","Durum food exports","1,000 grain-equivalent bushels","2019/20","Feb",460.266681699516
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2019/20","Feb",5817.37259798308
"Durum","Durum food use","1,000 bushels","2019/20","Feb",6863.8640656955
"All wheat","Nonmilled food use","1,000 bushels","2019/20","Jan",2000
"All wheat","Food exports","1,000 grain-equivalent bushels","2019/20","Jan",1634.38111111256
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2019/20","Jan",3133.63056490869
"All wheat","Food use","1,000 bushels","2019/20","Jan",80031.6449034071
"All wheat","Wheat ground for flour","1,000 bushels","2019/20","Jan",76532.395449611
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2019/20","Jan",1695.51259227407
"Durum","Durum food exports","1,000 grain-equivalent bushels","2019/20","Jan",563.680011573928
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2019/20","Jan",5665.64731262236
"Durum","Durum food use","1,000 bushels","2019/20","Jan",6797.4798933225
"All wheat","Nonmilled food use","1,000 bushels","2019/20","Jul",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2019/20","Jul",3267.75693304654
"All wheat","Food exports","1,000 grain-equivalent bushels","2019/20","Jul",1580.19911076543
"All wheat","Food use","1,000 bushels","2019/20","Jul",77410.7170798886
"All wheat","Wheat ground for flour","1,000 bushels","2019/20","Jul",73723.1592576075
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2019/20","Jul",1767.80376095382
"Durum","Durum food exports","1,000 grain-equivalent bushels","2019/20","Jul",393.371820769778
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2019/20","Jul",4820.00585314217
"Durum","Durum food use","1,000 bushels","2019/20","Jul",6194.43779332622
"All wheat","Nonmilled food use","1,000 bushels","2019/20","Jun",2000
"All wheat","Food exports","1,000 grain-equivalent bushels","2019/20","Jun",1452.73021346325
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2019/20","Jun",2827.36716935431
"All wheat","Food use","1,000 bushels","2019/20","Jun",76743.591204994
"All wheat","Wheat ground for flour","1,000 bushels","2019/20","Jun",73368.954249103
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2019/20","Jun",1497.29739852916
"Durum","Durum food exports","1,000 grain-equivalent bushels","2019/20","Jun",375.14419214314
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2019/20","Jun",5144.62067222244
"Durum","Durum food use","1,000 bushels","2019/20","Jun",6266.77387860846
"All wheat","Nonmilled food use","1,000 bushels","2019/20","Mar",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2019/20","Mar",3542.71116296567
"All wheat","Food exports","1,000 grain-equivalent bushels","2019/20","Mar",1790.91037039482
"All wheat","Food use","1,000 bushels","2019/20","Mar",84304.5183436826
"All wheat","Wheat ground for flour","1,000 bushels","2019/20","Mar",80552.7175511118
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2019/20","Mar",1958.07635607257
"Durum","Durum food exports","1,000 grain-equivalent bushels","2019/20","Mar",528.14827716454
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2019/20","Mar",5832.98008939456
"Durum","Durum food use","1,000 bushels","2019/20","Mar",7262.90816830258
"All wheat","Nonmilled food use","1,000 bushels","2019/20","May",2000
"All wheat","Food exports","1,000 grain-equivalent bushels","2019/20","May",1731.75536089176
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2019/20","May",3988.91840736426
"All wheat","Food use","1,000 bushels","2019/20","May",78982.3805546426
"All wheat","Wheat ground for flour","1,000 bushels","2019/20","May",74725.2175081701
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2019/20","May",2412.98272350316
"Durum","Durum food exports","1,000 grain-equivalent bushels","2019/20","May",519.489411197521
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2019/20","May",6720.27008965599
"Durum","Durum food use","1,000 bushels","2019/20","May",8613.76340196163
"All wheat","Food use","1,000 bushels","2019/20","MY Jun-May",961621.255658394
"Durum","Durum food use","1,000 bushels","2019/20","MY Jun-May",85417.6633435506
"All wheat","Nonmilled food use","1,000 bushels","2019/20","Nov",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2019/20","Nov",2944.23014482839
"All wheat","Food exports","1,000 grain-equivalent bushels","2019/20","Nov",1661.24098889769
"All wheat","Food use","1,000 bushels","2019/20","Nov",81189.6675264133
"All wheat","Wheat ground for flour","1,000 bushels","2019/20","Nov",77906.6783704826
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2019/20","Nov",1585.29552499366
"Durum","Durum food exports","1,000 grain-equivalent bushels","2019/20","Nov",463.536058664653
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2019/20","Nov",6021.5443167287
"Durum","Durum food use","1,000 bushels","2019/20","Nov",7143.30378305771
"All wheat","Nonmilled food use","1,000 bushels","2019/20","Oct",2000
"All wheat","Food exports","1,000 grain-equivalent bushels","2019/20","Oct",1881.2200902846
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2019/20","Oct",3343.60164002108
"All wheat","Food use","1,000 bushels","2019/20","Oct",84856.4020539563
"All wheat","Wheat ground for flour","1,000 bushels","2019/20","Oct",81394.0205042199
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2019/20","Oct",1764.14487740925
"Durum","Durum food exports","1,000 grain-equivalent bushels","2019/20","Oct",536.291151370096
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2019/20","Oct",6470.03257584958
"Durum","Durum food use","1,000 bushels","2019/20","Oct",7697.88630188873
"All wheat","Food use","1,000 bushels","2019/20","Q1 Jun-Aug",238247.243924928
"Durum","Durum food use","1,000 bushels","2019/20","Q1 Jun-Aug",19378.5571299536
"All wheat","Food use","1,000 bushels","2019/20","Q2 Sep-Nov",246960.550618805
"Durum","Durum food use","1,000 bushels","2019/20","Q2 Sep-Nov",21454.9371610421
"All wheat","Food use","1,000 bushels","2019/20","Q3 Dec-Feb",236073.184642014
"Durum","Durum food use","1,000 bushels","2019/20","Q3 Dec-Feb",20467.5329841446
"All wheat","Food use","1,000 bushels","2019/20","Q4 Mar-May",240340.276472647
"Durum","Durum food use","1,000 bushels","2019/20","Q4 Mar-May",24116.6360684103
"All wheat","Nonmilled food use","1,000 bushels","2019/20","Sep",2000
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2019/20","Sep",3071.98678259423
"All wheat","Food exports","1,000 grain-equivalent bushels","2019/20","Sep",1635.34074171119
"All wheat","Food use","1,000 bushels","2019/20","Sep",80914.4810384351
"All wheat","Wheat ground for flour","1,000 bushels","2019/20","Sep",77477.834997552
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2019/20","Sep",1576.48779211642
"Durum","Durum food exports","1,000 grain-equivalent bushels","2019/20","Sep",442.415057153134
"Durum","Durum wheat ground for semolina and durum flour","1,000 bushels","2019/20","Sep",5479.67434113233
"Durum","Durum food use","1,000 bushels","2019/20","Sep",6613.74707609562
"All wheat","Nonmilled food use","1,000 bushels","2020/21","Apr",2000
"All wheat","Food exports","1,000 grain-equivalent bushels","2020/21","Apr",1806.07905969899
"All wheat","Flour, semolina, pasta, bulgur, and couscous imports","1,000 grain-equivalent bushels","2020/21","Apr",3422.38692034001
"All wheat","Food use","1,000 bushels","2020/21","Apr",78028.6485872505
"All wheat","Wheat ground for flour","1,000 bushels","2020/21","Apr",74412.3407266094
"Durum","Semolina, durum flour, pasta, and couscous imports","1,000 grain-equivalent bushels","2020/21","Apr",1899.96706008068
"Durum","Durum food exports","1,000 grain-equivalent bushels","2020/21","Apr",567.845863647252
