Commodity_Desc,Commodity_Desc2,Attribute_Desc,Geography_Desc,Unit_Desc,Marketing_Year,Timeperiod_Desc,Amount
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2005/06","Q2 Sep-Nov",0.845173333333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2005/06","Q2 Sep-Nov",12.7
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2005/06","Q2 Sep-Nov",13.5451733333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2005/06","Q2 Sep-Nov",11.4152
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2005/06","Q2 Sep-Nov",2.12997333333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2005/06","Q3 Dec-Feb",1.77449066666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2005/06","Q3 Dec-Feb",12.2
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2005/06","Q3 Dec-Feb",13.2124906666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2005/06","Q3 Dec-Feb",1.01249066666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2005/06","Q3 Dec-Feb",11.438
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2005/06","Q4 Mar-May",2.06502933333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2005/06","Q4 Mar-May",0.992496
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2005/06","Q4 Mar-May",11.4608
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2005/06","Q4 Mar-May",13.5258293333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2005/06","Q4 Mar-May",12.5333333333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","MY Jun-May",2.080268
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","MY Jun-May",12.331
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","MY Jun-May",14.411268
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","MY Jun-May",12.9166666666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","MY Jun-May",1.49460133333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q1 Jun-Aug",1.83942933333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q1 Jun-Aug",12.2968
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q1 Jun-Aug",1.102896
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q1 Jun-Aug",14.1362293333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q1 Jun-Aug",13.0333333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q2 Sep-Nov",13.9180106666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q2 Sep-Nov",12.5166666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q2 Sep-Nov",11.9852
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q2 Sep-Nov",1.93281066666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q2 Sep-Nov",1.401344
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q3 Dec-Feb",12.2436
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q3 Dec-Feb",2.562832
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q3 Dec-Feb",2.106432
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q3 Dec-Feb",14.806432
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q3 Dec-Feb",12.7
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q4 Mar-May",1.36773333333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q4 Mar-May",1.986
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q4 Mar-May",12.7984
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q4 Mar-May",13.4166666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2006/07","Q4 Mar-May",14.7844
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","MY Jun-May",24.9416666666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","MY Jun-May",2.032750252549
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","MY Jun-May",26.9744169192157
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","MY Jun-May",2.31811691921567
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","MY Jun-May",24.6563
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q1 Jun-Aug",14.9492
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q1 Jun-Aug",15.6
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q1 Jun-Aug",16.8113333333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q1 Jun-Aug",1.21133333333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q1 Jun-Aug",1.86213333333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q2 Sep-Nov",19.9666666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q2 Sep-Nov",21.9078666666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q2 Sep-Nov",1.9412
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q2 Sep-Nov",1.49426666666666
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q2 Sep-Nov",20.4136
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q3 Dec-Feb",32.414
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q3 Dec-Feb",32.8166666666667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q3 Dec-Feb",35.2914666666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q3 Dec-Feb",2.4748
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q3 Dec-Feb",2.87746666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q4 Mar-May",30.8484
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q4 Mar-May",3.038601010196
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q4 Mar-May",31.3833333333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q4 Mar-May",2.50366767686267
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2007/08","Q4 Mar-May",33.887001010196
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","MY Jun-May",19.4427
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","MY Jun-May",19.1791666666667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","MY Jun-May",2.15018022441817
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","MY Jun-May",1.88664689108483
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","MY Jun-May",21.3293468910848
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q1 Jun-Aug",24.9204
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q1 Jun-Aug",23.7833333333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q1 Jun-Aug",1.51451643362167
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q1 Jun-Aug",26.4349164336217
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q1 Jun-Aug",2.65158310028833
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q2 Sep-Nov",17.8
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q2 Sep-Nov",20.22875451175
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q2 Sep-Nov",17.2368
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q2 Sep-Nov",2.99195451175
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q2 Sep-Nov",2.42875451175
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q3 Dec-Feb",2.04940618801
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q3 Dec-Feb",17.8144
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q3 Dec-Feb",17.55
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q3 Dec-Feb",1.78500618801
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q3 Dec-Feb",19.59940618801
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q4 Mar-May",1.47097709762433
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q4 Mar-May",1.25511043095767
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q4 Mar-May",17.5833333333333
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q4 Mar-May",17.7992
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2008/09","Q4 Mar-May",19.0543104309577
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","MY Jun-May",1.54349276804658
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","MY Jun-May",15.8764
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","MY Jun-May",17.4476594347133
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","MY Jun-May",1.57125943471325
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","MY Jun-May",15.9041666666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q1 Jun-Aug",15.75
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q1 Jun-Aug",15.922
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q1 Jun-Aug",17.278496172728
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q1 Jun-Aug",1.356496172728
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q1 Jun-Aug",1.528496172728
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q2 Sep-Nov",17.4717047372037
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q2 Sep-Nov",1.73837140387033
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q2 Sep-Nov",2.30970473720367
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q2 Sep-Nov",15.162
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q2 Sep-Nov",15.7333333333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q3 Dec-Feb",15.75
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q3 Dec-Feb",17.4553711838377
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q3 Dec-Feb",0.921571183837667
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q3 Dec-Feb",1.70537118383767
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q3 Dec-Feb",16.5338
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q4 Mar-May",16.3833333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q4 Mar-May",17.5850656450837
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q4 Mar-May",1.20173231175033
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q4 Mar-May",15.8878
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2009/10","Q4 Mar-May",1.69726564508367
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","MY Jun-May",21.5625
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","MY Jun-May",1.33059263106634
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","MY Jun-May",2.39899263106633
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","MY Jun-May",23.9614926310663
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","MY Jun-May",22.6309
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q1 Jun-Aug",16.75
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q1 Jun-Aug",18.1014669549827
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q1 Jun-Aug",1.35146695498267
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q1 Jun-Aug",16.4996
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q1 Jun-Aug",1.60186695498267
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q2 Sep-Nov",20.915375584491
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q2 Sep-Nov",2.365375584491
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q2 Sep-Nov",1.440375584491
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q2 Sep-Nov",18.55
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q2 Sep-Nov",19.475
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q3 Dec-Feb",23.8833333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q3 Dec-Feb",26.718422330065
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q3 Dec-Feb",25.5436
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q3 Dec-Feb",2.83508899673167
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q3 Dec-Feb",1.17482233006501
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q4 Mar-May",3.04403898806
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q4 Mar-May",27.0666666666667
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q4 Mar-May",29.0054
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q4 Mar-May",1.10530565472666
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2010/11","Q4 Mar-May",30.1107056547267
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","MY Jun-May",23.1325
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","MY Jun-May",24.9753598742336
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","MY Jun-May",1.84285987423358
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","MY Jun-May",3.10452654090025
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","MY Jun-May",21.8708333333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q1 Jun-Aug",25.2833333333333
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q1 Jun-Aug",2.39304818174267
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q1 Jun-Aug",3.20811484840933
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q1 Jun-Aug",26.0984
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q1 Jun-Aug",28.4914481817427
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q2 Sep-Nov",3.52948147713867
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q2 Sep-Nov",1.49594814380533
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q2 Sep-Nov",24.5961481438053
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q2 Sep-Nov",23.1002
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q2 Sep-Nov",21.0666666666667
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q3 Dec-Feb",20.2
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q3 Dec-Feb",1.31378379127733
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q3 Dec-Feb",21.7816
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q3 Dec-Feb",23.0953837912773
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q3 Dec-Feb",2.89538379127733
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q4 Mar-May",2.78512604677567
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q4 Mar-May",20.9333333333333
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q4 Mar-May",23.718459380109
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q4 Mar-May",21.5498
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2011/12","Q4 Mar-May",2.168659380109
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","MY Jun-May",19.4625
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","MY Jun-May",1.61225414533257
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","MY Jun-May",23.5183041453326
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","MY Jun-May",4.05580414533257
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","MY Jun-May",21.90605
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","Q1 Jun-Aug",19.75
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","Q1 Jun-Aug",1.66724197204867
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","Q1 Jun-Aug",23.8022419720487
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","Q1 Jun-Aug",22.135
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","Q1 Jun-Aug",4.05224197204867
"Cost of wheat to produce flour","Cost of wheat to produce flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","Q2 Sep-Nov",22.914
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","Q2 Sep-Nov",4.39643118285667
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","Q2 Sep-Nov",24.47976451619
"Wholesale total products over cost of wheat ","Total wholesale price less cost of wheat ","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","Q2 Sep-Nov",1.56576451619
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","Q2 Sep-Nov",20.0833333333333
"Bakers std. patent flour","Wholesale price of bakery flour","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","Q3 Dec-Feb",19.1833333333333
"Wholesale byproducts obtained","Wholesale price of byproducts","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","Q3 Dec-Feb",4.0681869381766
"Wholesale total products actual cost","Total wholesale price","Wheat and flour price relationships","Minneapolis","dollars per cwt","2012/13","Q3 Dec-Feb",23.2515202715099
